language,languageLabel,ISO,countryLabel,MainLanguageLabel
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Rumania,rumano
http://www.wikidata.org/entity/Q33357,tártaro de Crimea,crh,Rumania,rumano
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Bulgaria,búlgaro
http://www.wikidata.org/entity/Q33357,tártaro de Crimea,crh,Bulgaria,búlgaro
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Macedonia del Norte,albanés
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Macedonia del Norte,macedonio
http://www.wikidata.org/entity/Q9129,griego,ell,Albania,albanés
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Croacia,croata
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Bosnia y Herzegovina,croata
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Bosnia y Herzegovina,serbio
http://www.wikidata.org/entity/Q33251,eslavo eclesiástico,chu,Bosnia y Herzegovina,bosnio
http://www.wikidata.org/entity/Q9129,griego,ell,Chipre,turco
http://www.wikidata.org/entity/Q9129,griego,ell,Chipre,griego
http://www.wikidata.org/entity/Q9129,griego,ell,Chipre,griego moderno
http://www.wikidata.org/entity/Q9129,griego,ell,Georgia,abjasio
