ID,Name,Macroarea,Latitude,Longitude,ISO639P3code,Family,Subfamily,ISO_codes,Country_ID,100A,101A,102A,103A,104A,105A,106A,107A,108A,108B,109A,109B,10A,10B,110A,111A,112A,113A,114A,115A,116A,117A,118A,119A,11A,120A,121A,122A,123A,124A,125A,126A,127A,128A,129A,12A,130A,130B,131A,132A,133A,134A,135A,136A,136B,137A,137B,138A,139A,13A,140A,141A,142A,143A,143B,143C,143D,143E,143F,143G,144A,144B,144C,144D,144E,144F,144G,144H,144I,144J,144K,144L,144M,144N,144O,144P,144Q,144R,144S,144T,144U,144V,144W,144X,144Y,14A,15A,16A,17A,18A,19A,1A,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,2A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,39B,3A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,4A,50A,51A,52A,53A,54A,55A,56A,57A,58A,58B,59A,5A,60A,61A,62A,63A,64A,65A,66A,67A,68A,69A,6A,70A,71A,72A,73A,74A,75A,76A,77A,78A,79A,79B,7A,80A,81A,81B,82A,83A,84A,85A,86A,87A,88A,89A,8A,90A,90B,90C,90D,90E,90F,90G,91A,92A,93A,94A,95A,96A,97A,98A,99A,9A,Lexifier,Num_Speakers,Abandono,Pidgin/Creole
ngl,Ngalakan,Australia,-14.25,134.0,nig,Gunwinyguan,Gunwinyguan,nig,AU,6.0,,5.0,4.0,4.0,3.0,,2.0,,,,,,,,2.0,1.0,,,,,4.0,3.0,2.0,,2.0,,,,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,4.0,,,,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,9.0,2.0,,,5.0,5.0,,,,,2.0,1.0,,3.0,,,,1.0,,,,1.0,3.0,,,,,2.0,,,,,,,,1.0,1.0,,,,,2.0,,5.0,,4.0,2.0,,,,,,,,,,7.0,,3.0,3.0,6.0,5.0,3.0,2.0,1.0,,,1.0,,1.0,,,,,3.0,,,,5.0,5.0,5.0,,,,,,,0.0
ngm,Ngambay,Africa,8.66666666667,16.0,sba,Central Sudanic,,sba,TD CM,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,5.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,1.0,4.0,1.0,4.0,5.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
ngn,Ngandi,Australia,-13.8333333333,135.0,nid,Gunwinyguan,Gunwinyguan,nid,AU,,,,,,,,,,,1.0,4.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,6.0,,3.0,2.0,1.0,2.0,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,0.0
ngo,Ngoni,Africa,-11.0,36.0,ngo,Niger-Congo,Benue-Congo,ngo,MZ TZ,,2.0,,,,,,,,,,,,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,2.0,1.0,4.0,16.0,4.0,,13.0,8.0,,,4.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,1.0,,1.0,,,,,,6.0,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
ngr,Ngarinyeri,Australia,-36.0,140.0,nay,Pama-Nyungan,,nay,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ngt,Naga (Tangkhul),Eurasia,25.0,94.5,nmf,Sino-Tibetan,Tibeto-Burman,nmf,IN,,,,,,,,,,,,,,,,,1.0,,,,2.0,3.0,,,,,1.0,,,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,,,,,,,,,5.0,,,,4.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,4.0,1.0,,,1.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,,,1.0,2.0,2.0,2.0,,2.0,1.0,,,,,,2.0,6.0,2.0,5.0,,1.0,2.0,,,,,,,0.0
ngu,Nguna,Papunesia,-16.9166666667,168.5,llp,Austronesian,Eastern Malayo-Polynesian,llp,VU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,4.0,,4.0,,,,,,,0.0
ngw,Ngawun,Australia,-19.0,141.5,nxn,Pama-Nyungan,,nxn,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,1.0,1.0,,1.0,,,,1.0,8.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,5.0,,,,,,,0.0
ngy,Ngarinyman,Australia,-16.5,130.5,nbj,Pama-Nyungan,,nbj,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
ngz,Ngizim,Africa,12.0833333333,10.9166666667,ngi,Afro-Asiatic,Chadic,ngi,NG,,4.0,,,,,,,,,,,,,,,2.0,,,,6.0,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,3.0,,,,,,,,,,,,2.0,,,,2.0,,,,4.0,1.0,4.0,4.0,6.0,,4.0,,,,4.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,,,5.0,,2.0,2.0,,,,,,,,4.0,,9.0,,,,1.0,3.0,2.0,,,,2.0,1.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,3.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,,1.0,,,,,2.0,6.0,2.0,5.0,4.0,4.0,4.0,,,3.0,,,,0.0
nha,Nhanda,Australia,-27.0,114.166666667,,Pama-Nyungan,,,AU,,3.0,,,,2.0,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,4.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,7.0,,3.0,3.0,6.0,,,,,,,,,,,,,,,6.0,2.0,,5.0,5.0,5.0,,,,,,,0.0
nhc,Nahuatl (Central),North America,19.0,-98.25,nhn,Uto-Aztecan,,nhn,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nhh,Nahuatl (Huasteca),North America,22.0,-99.0,,Uto-Aztecan,,nhe nhw,MX,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,3.0,,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,4.0,4.0,4.0,,,,,,,0.0
nhm,Nahuatl (Michoacán),North America,18.5,-103.0,ncl,Uto-Aztecan,,ncl,MX,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,2.0,3.0,,2.0,,,,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,4.0,,,,,2.0,,2.0,2.0,,2.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,4.0,4.0,4.0,,,,,,,0.0
nhn,Nahuatl (North Puebla),North America,20.0,-98.25,ncj,Uto-Aztecan,,ncj,MX,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,7.0,5.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,3.0,,,,,,2.0,,,,,1.0,,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,2.0,4.0,,,1.0,,2.0,,1.0,2.0,,,,3.0,1.0,1.0,2.0,7.0,2.0,2.0,,,,,,,1.0,,,5.0,5.0,,,3.0,,,,0.0
nhp,Nahuatl (Pochutla),North America,15.75,-96.5,,Uto-Aztecan,,,MX,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nht,Nahuatl (Tetelcingo),North America,19.6666666667,-99.0,nhg,Uto-Aztecan,,nhg,MX,2.0,2.0,5.0,5.0,2.0,2.0,,1.0,,,,,,,2.0,2.0,2.0,1.0,7.0,2.0,6.0,,3.0,2.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,1.0,4.0,4.0,21.0,,,11.0,,,,,,7.0,4.0,,,,,,,,,,,,,,,6.0,8.0,1.0,,1.0,1.0,2.0,,,,,,,,,4.0,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,6.0,,5.0,5.0,3.0,,3.0,3.0,,,2.0,6.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,9.0,,,,1.0,1.0,1.0,,,,1.0,6.0,,,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,6.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,,,,,0.0
nhu,Nahuatl (Huauchinango),,20.1666666667,-98.0833333333,,Uto-Aztecan,,,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nhx,Nahuatl (Xalitla),North America,18.0,-99.5,ngu,Uto-Aztecan,,ngu,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nia,Nias,Papunesia,1.0,97.75,nia,Austronesian,,nia,ID,,6.0,,,,1.0,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,12.0,3.0,,,,,,,,,,,,,,,,,,4.0,,1.0,6.0,4.0,,6.0,8.0,1.0,,,,,,,,,,,,,6.0,1.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,4.0,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,4.0,,2.0,2.0,,2.0,2.0,2.0,2.0,3.0,,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,4.0,4.0,4.0,,,,,,,0.0
nic,Nicobarese,Eurasia,7.0,93.8333333333,ncb,Austro-Asiatic,Mon-Khmer,ncb,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nif,Niuafo'ou,Papunesia,-15.5666666667,-175.616666667,num,Austronesian,Eastern Malayo-Polynesian,num,TO,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,2.0,2.0,,2.0,,2.0,2.0,,,1.0,,1.0,,,,,,6.0,2.0,,4.0,4.0,4.0,,,,,,,0.0
nih,Nihon Shuwa (Japanese Sign Language),Eurasia,36.0,139.0,jsl,other,,jsl,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nim,Nimboran,Papunesia,-2.5,140.166666667,nir,,,nir,ID,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,2.0,1.0,2.0,2.0,,,,,,2.0,2.0,1.0,4.0,,1.0,5.0,,4.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0
nin,Ningil,Papunesia,-3.5,142.25,niz,Torricelli,,niz,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nis,Nyishi,Eurasia,27.5,93.5,njz,Sino-Tibetan,Tibeto-Burman,njz,IN,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,2.0,,,,3.0,,,,7.0,,,,,,,,2.0,,,,,,,,,,,2.0,,1.0,,,,,,4.0,,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,,,,,,,,3.0,,2.0,,1.0,,1.0,,,,,,,0.0
nit,Nitinaht,North America,48.6666666667,-124.75,dtd,Wakashan,,dtd,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
niu,Niuean,Papunesia,-19.05,-170.116666667,niu,Austronesian,Eastern Malayo-Polynesian,niu,NZ,,5.0,,,,1.0,,,,,,,,,,2.0,4.0,,,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,9.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,6.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,6.0,,,4.0,,,,,,,,,,,2.0,,,,,,9.0,,,,,,4.0,,,,,,,,,1.0,,,,,5.0,,,,,2.0,,,,,,,,,,3.0,,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,,,,,2.0,4.0,2.0,1.0,4.0,4.0,4.0,,,,,,,0.0
niv,Nivkh,Eurasia,53.3333333333,142.0,niv,,,niv,RU,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,8.0,5.0,2.0,,,2.0,1.0,3.0,4.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,3.0,3.0,3.0,3.0,,3.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,15.0,,10.0,,4.0,3.0,4.0,19.0,,,,,,,,,,,17.0,,,8.0,4.0,4.0,8.0,9.0,,,,,,,2.0,8.0,1.0,,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,,,5.0,,4.0,1.0,2.0,3.0,6.0,6.0,,1.0,,3.0,7.0,3.0,2.0,1.0,2.0,3.0,7.0,3.0,3.0,1.0,,,,1.0,,,1.0,,2.0,2.0,4.0,1.0,4.0,2.0,4.0,1.0,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.0
nju,Nyungar,Australia,-33.75,122.0,nys,Pama-Nyungan,,nys,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nkb,Ngalkbun,Australia,-13.5,134.833333333,ngk,Gunwinyguan,Gunwinyguan,ngk,AU,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,0.0
nke,Nkem,Africa,6.58333333333,8.58333333333,isi,Niger-Congo,Benue-Congo,isi,NG,,4.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,18.0,,1.0,2.0,4.0,19.0,3.0,,15.0,,,11.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,3.0,2.0,,,,,,,,,,,2.0,2.0,1.0,,,5.0,,,,,,,0.0
nkk,Nakkara,Australia,-12.1166666667,134.416666667,nck,Mangrida,,nck,AU,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0
nkn,Nkonya,Africa,7.16666666667,0.25,nko,Niger-Congo,,nko,GH,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,2.0,,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,,,,2.0,2.0,2.0,1.0,3.0,4.0,4.0,,,,,,,0.0
nko,Nkore-Kiga,Africa,-0.916666666667,29.8333333333,cgg,Niger-Congo,Benue-Congo,cgg,UG,2.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,,,2.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,,,,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,2.0,,,,3.0,,,,2.0,4.0,4.0,20.0,,,5.0,,,,4.0,2.0,7.0,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,6.0,,1.0,2.0,2.0,5.0,3.0,3.0,1.0,,4.0,,,,3.0,,3.0,3.0,3.0,1.0,5.0,2.0,,2.0,1.0,3.0,1.0,4.0,1.0,9.0,,,,,,,,,,2.0,,,,2.0,2.0,,,,,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,,,1.0,,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,,,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,,,,0.0
nkr,Nukuoro,Papunesia,3.83333333333,154.916666667,nkr,Austronesian,Eastern Malayo-Polynesian,nkr,FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
nkt,Nyah Kur (Tha Pong),Eurasia,15.6666666667,101.666666667,cbn,Austro-Asiatic,Mon-Khmer,cbn,TH,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0
nku,Nubian (Kunuz),Africa,23.0,33.0,xnz,Eastern Sudanic,,xnz,EG,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,2.0,4.0,20.0,,,,,,,,,,,6.0,,,,4.0,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,4.0,,2.0,2.0,,,,,,,0.0
nlr,Ngarla,Australia,-20.0,119.0,nrk,Pama-Nyungan,,nrk,AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
