languageLabel,ISO,countryLabel,countryISO,Ethnologe_statusLabel,number_of_speaker,coordinates,HDI,population,country_coordinates
Akha,ahk,Thailand,THA,5 Developing,560000,Point(99.833333333 21.833333333),0.755,65931550,Point(101.0 14.0)
Akha,ahk,Thailand,THA,5 Developing,600000,Point(99.833333333 21.833333333),0.755,65931550,Point(101.0 14.0)
Akha,ahk,Vietnam,VNM,5 Developing,560000,Point(99.833333333 21.833333333),0.694,94660000,Point(108.0 16.0)
Akha,ahk,Vietnam,VNM,5 Developing,600000,Point(99.833333333 21.833333333),0.694,94660000,Point(108.0 16.0)
Ahlon,ahl,Togo,TGO,5 Developing,,,0.503,7797694,Point(1.183333 8.25)
Mobu,ahm,Ivory Coast,CIV,6b Threatened,,,0.492,24294750,Point(-6.0 8.0)
Ahan,ahn,Nigeria,NGA,6b Threatened,,,0.532,190886311,Point(8.0 9.0)
Ahom,aho,India,IND,9 Second language only,,,0.64,1326093247,Point(83.0 22.8)
Apro,ahp,Ivory Coast,CIV,6b Threatened,,Point(-4.5 5.25),0.492,24294750,Point(-6.0 8.0)
Ahirani,ahr,India,IND,6a Vigorous,,,0.64,1326093247,Point(83.0 22.8)
Koro Wachi,ahs,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Ahtna,aht,United States of America,USA,8a Moribund,80,Point(-145.0 62.0),0.92,331449281,Point(-98.5795 39.828175)
Arosi,aia,Solomon Islands,SLB,5 Developing,,Point(161.333333333 -10.25),0.546,611343,Point(159.816666666 -9.466666666)
Äynu,aib,People's Republic of China,CHN,6b Threatened,12000,Point(76.0 39.5),0.752,1409517397,Point(103.451944444 35.844722222)
Äynu,aib,People's Republic of China,CHN,6b Threatened,12000,Point(76.0 39.5),0.752,1443497378,Point(103.451944444 35.844722222)
Ainbai,aic,Papua New Guinea,PNG,8a Moribund,,,0.555,8935000,Point(147.0 -6.3)
Alngith,aid,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Amara,aie,Papua New Guinea,PNG,6b Threatened,,Point(148.5 -5.666666666),0.555,8935000,Point(147.0 -6.3)
Amara,aie,Papua New Guinea,PNG,,,Point(148.5 -5.666666666),0.555,8935000,Point(147.0 -6.3)
Agi,aif,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Leeward Caribbean Creole,aig,Guyana,GUY,6a Vigorous,1500000,,0.654,777859,Point(-59.316667 5.733333)
Leeward Caribbean Creole,aig,Saint Kitts and Nevis,KNA,6a Vigorous,1500000,,0.778,55345,Point(-62.666667 17.33)
Leeward Caribbean Creole,aig,Antigua and Barbuda,ATG,6a Vigorous,1500000,,0.78,102012,Point(-61.85 17.116666666)
Leeward Caribbean Creole,aig,Montserrat,MSR,6a Vigorous,1500000,,,5215,Point(-62.2 16.75)
Leeward Caribbean Creole,aig,Anguilla,AIA,6a Vigorous,1500000,,,16086,Point(-63.048888888 18.227222222)
Leeward Caribbean Creole,aig,Sint Maarten,SXM,6a Vigorous,1500000,,,37132,Point(-63.067777777 18.031944444)
Leeward Caribbean Creole,aig,Saint Martin (French part),MAF,6a Vigorous,1500000,,,35684,Point(-63.06 18.075277777)
Ai-Cham,aih,People's Republic of China,CHN,6b Threatened,,,0.752,1409517397,Point(103.451944444 35.844722222)
Ai-Cham,aih,People's Republic of China,CHN,6b Threatened,,,0.752,1443497378,Point(103.451944444 35.844722222)
Assyrian Neo-Aramaic,aii,Turkey,TUR,6b Threatened,232300,,0.82,83614362,Point(36.0 39.0)
Assyrian Neo-Aramaic,aii,Iran,IRN,6b Threatened,232300,,0.798,79966230,Point(53.0 32.0)
Assyrian Neo-Aramaic,aii,Iraq,IRQ,6b Threatened,232300,,0.685,38274618,Point(43.0 33.0)
Assyrian Neo-Aramaic,aii,Syria,SYR,6b Threatened,232300,,0.536,18499181,Point(38.583333 35.216667)
Lishanid Noshan,aij,Israel,ISR,8a Moribund,,Point(35.0 31.75),0.899,9093000,Point(35.0 31.0)
Ake,aik,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Aimele,ail,Papua New Guinea,PNG,7 Shifting,,,0.555,8935000,Point(147.0 -6.3)
Aimol,aim,India,IND,6b Threatened,,,0.64,1326093247,Point(83.0 22.8)
Ainu,ain,Japan,JPN,8b Nearly Extinct,10,Point(143.0 43.0),0.909,126434565,Point(136.0 35.0)
Ainu,ain,Russia,RUS,8b Nearly Extinct,10,Point(143.0 43.0),0.816,146804372,Point(94.25 66.416666666)
Aiton,aio,India,IND,6b Threatened,,,0.64,1326093247,Point(83.0 22.8)
Burumakok,aip,Indonesia,IDN,8b Nearly Extinct,,,0.694,270625568,Point(118.0 -2.0)
Aimaq,aiq,Afghanistan,AFG,6a Vigorous,,,0.498,36643815,Point(66.0 34.0)
Airoran,air,Indonesia,IDN,6a Vigorous,1000,,0.694,270625568,Point(118.0 -2.0)
Arikem,ait,Brazil,BRA,10 Extinct,,,0.754,210147125,Point(-53.0 -14.0)
Aari,aiw,Ethiopia,ETH,4 Educational,13300,Point(36.583333333 6.0),0.463,104957438,Point(40.0 9.0)
Aari,aiw,Ethiopia,ETH,4 Educational,253000,Point(36.583333333 6.0),0.463,104957438,Point(40.0 9.0)
Aari,aiw,Ethiopia,ETH,4 Educational,285000,Point(36.583333333 6.0),0.463,104957438,Point(40.0 9.0)
Aigon,aix,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Ali,aiy,Central African Republic,CAF,6a Vigorous,,,0.367,4659080,Point(20.9 6.7)
Aja,aja,South Sudan,SSD,8b Nearly Extinct,,Point(25.666666666 7.333333333),0.388,12575714,Point(30.0 7.0)
Aja,ajg,Togo,TGO,5 Developing,781000,Point(1.75 7.0),0.503,7797694,Point(1.183333 8.25)
Aja,ajg,Benin,BEN,5 Developing,781000,Point(1.75 7.0),0.515,11175692,Point(2.183333333 8.833333333)
Aja,ajg,Togo,TGO,5 Developing,1133000,Point(1.75 7.0),0.503,7797694,Point(1.183333 8.25)
Aja,ajg,Benin,BEN,5 Developing,1133000,Point(1.75 7.0),0.515,11175692,Point(2.183333333 8.833333333)
Ajië,aji,France,FRA,5 Developing,,Point(165.5 -21.333333333),0.888,66628000,Point(2.0 47.0)
Andajin,ajn,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
South Levantine Arabic,ajp,Israel,ISR,3 Wider Communication,,Point(34.75 30.5),0.899,9093000,Point(35.0 31.0)
South Levantine Arabic,ajp,Israel,ISR,3 Wider Communication,,Point(35.25 32.0),0.899,9093000,Point(35.0 31.0)
South Levantine Arabic,ajp,Jordan,JOR,3 Wider Communication,,Point(34.75 30.5),0.748,10428241,Point(36.5 31.2)
South Levantine Arabic,ajp,Jordan,JOR,3 Wider Communication,,Point(35.25 32.0),0.748,10428241,Point(36.5 31.2)
South Levantine Arabic,ajp,State of Palestine,PSE,3 Wider Communication,,Point(34.75 30.5),0.686,5227193,Point(35.25 32.0)
South Levantine Arabic,ajp,State of Palestine,PSE,3 Wider Communication,,Point(35.25 32.0),0.686,5227193,Point(35.25 32.0)
Judeo-Tunisian Arabic,ajt,Tunisia,TUN,8a Moribund,,,0.735,11565204,Point(10.0 34.0)
Judeo-Moroccan,aju,Israel,ISR,7 Shifting,,,0.899,9093000,Point(35.0 31.0)
Ajawa,ajw,Nigeria,NGA,10 Extinct,,,0.532,190886311,Point(8.0 9.0)
Amri,ajz,India,IND,5 Developing,,,0.64,1326093247,Point(83.0 22.8)
Akan,aka,Ghana,GHA,3 Wider Communication,8314600,Point(-1.25 6.5),0.592,26908262,Point(-0.5 8.0)
Akan,aka,Ivory Coast,CIV,3 Wider Communication,8314600,Point(-1.25 6.5),0.492,24294750,Point(-6.0 8.0)
Batak Angkola,akb,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Mpur,akc,Indonesia,IDN,6b Threatened,,Point(133.25 -0.75),0.694,270625568,Point(118.0 -2.0)
Akpet,akd,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Akawaio,ake,Brazil,BRA,6b Threatened,,Point(-59.5 6.0),0.754,210147125,Point(-53.0 -14.0)
Akawaio,ake,Venezuela,VEN,6b Threatened,,Point(-59.5 6.0),0.761,28515829,Point(-67.0 8.0)
Akawaio,ake,Guyana,GUY,6b Threatened,,Point(-59.5 6.0),0.654,777859,Point(-59.316667 5.733333)
Akpa,akf,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Anakalangu,akg,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
West Angal,akh,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Aiome,aki,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Aka-Jeru,akj,India,IND,10 Extinct,0,,0.64,1326093247,Point(83.0 22.8)
Akkadian,akk,Assyrian Empire,,,0,,,,Point(43.3 36.0)
Akkadian,akk,Babylonia,,,0,,,,Point(44.5 32.5)
Akkadian,akk,Akkadian empire,,,0,,,,Point(44.1 33.1)
Aklan,akl,Philippines,PHL,4 Educational,,Point(122.333333333 11.583333333),0.699,100981437,Point(123.0 12.0)
Aka-Bo,akm,India,IND,10 Extinct,0,,0.64,1326093247,Point(83.0 22.8)
Akurio,ako,Suriname,SUR,9 Dormant,,,0.72,563402,Point(-56.0 4.0)
Siwu,akp,Ghana,GHA,5 Developing,,,0.592,26908262,Point(-0.5 8.0)
Ak,akq,Papua New Guinea,PNG,8b Nearly Extinct,,,0.555,8935000,Point(147.0 -6.3)
Araki,akr,Vanuatu,VUT,8b Nearly Extinct,,Point(166.916666667 -15.666666666),0.603,276244,Point(168.016669444 -16.633330555)
Akasalem,aks,Togo,TGO,6a Vigorous,,,0.503,7797694,Point(1.183333 8.25)
Akolet,akt,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Akum,aku,Cameroon,CMR,6a Vigorous,,,0.556,24053727,Point(12.0 7.0)
Akum,aku,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Akhvakh,akv,Russia,RUS,6b Threatened,210,Point(46.333333333 42.333333333),0.816,146804372,Point(94.25 66.416666666)
Akwa,akw,Republic of the Congo,COG,6b Threatened,,,0.606,5260750,Point(15.383330555 -0.75)
Aka-Kede,akx,India,IND,10 Extinct,,Point(92.75 12.75),0.64,1326093247,Point(83.0 22.8)
Aka-Kol,aky,India,IND,10 Extinct,,,0.64,1326093247,Point(83.0 22.8)
Alabama,akz,United States of America,USA,6b Threatened,100,Point(-87.416666666 32.333333333),0.92,331449281,Point(-98.5795 39.828175)
Alago,ala,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Kawésqar,alc,Chile,CHL,8b Nearly Extinct,12,Point(-75.0 -49.0),0.832,18054726,Point(-71.0 -33.0)
Alladian,ald,Ivory Coast,CIV,5 Developing,,Point(-4.333333333 5.166666666),0.492,24294750,Point(-6.0 8.0)
Aleut,ale,United States of America,USA,8a Moribund,155,Point(-166.0 54.0),0.92,331449281,Point(-98.5795 39.828175)
Aleut,ale,United States of America,USA,8a Moribund,155,Point(-164.0 54.75),0.92,331449281,Point(-98.5795 39.828175)
Alege,alf,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Alawa,alh,Australia,AUS,8b Nearly Extinct,12,Point(134.25 -15.166666666),0.939,24511800,Point(137.0 -28.0)
Amaimon,ali,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Alangan,alj,Philippines,PHL,6b Threatened,,,0.699,100981437,Point(123.0 12.0)
Alak,alk,Laos,LAO,6a Vigorous,,,0.601,6858160,Point(104.0 18.2)
Allar,all,India,IND,7 Shifting,,,0.64,1326093247,Point(83.0 22.8)
Amblong,alm,Vanuatu,VUT,6b Threatened,,,0.603,276244,Point(168.016669444 -16.633330555)
Gheg Albanian,aln,North Macedonia,MKD,5 Developing,,Point(20.0 41.0),0.747,2075301,Point(21.716667 41.65)
Gheg Albanian,aln,Albania,ALB,5 Developing,,Point(20.0 41.0),0.764,3020209,Point(20.0 41.0)
Gheg Albanian,aln,Montenegro,MNE,5 Developing,,Point(20.0 41.0),0.802,622359,Point(19.216667 42.766667)
Gheg Albanian,aln,Serbia,SRB,5 Developing,,Point(20.0 41.0),0.771,7022268,Point(20.933333333 43.95)
Wakasihu,alo,Indonesia,IDN,6b Threatened,,Point(127.916666667 -3.75),0.694,270625568,Point(118.0 -2.0)
Alune,alp,Indonesia,IDN,6b Threatened,,Point(128.333333333 -3.0),0.694,270625568,Point(118.0 -2.0)
Algonquin,alq,Canada,CAN,6b Threatened,2430,Point(-77.0 46.0),0.926,37894799,Point(-109.0 56.0)
Alyutor,alr,Russia,RUS,8b Nearly Extinct,40,Point(165.0 61.0),0.816,146804372,Point(94.25 66.416666666)
Tosk Albanian,als,Greece,GRC,1 National,3000000,,0.865,10760421,Point(23.0 38.5)
Tosk Albanian,als,Albania,ALB,1 National,3000000,,0.764,3020209,Point(20.0 41.0)
Altai,alt,Russia,RUS,2 Provincial,55720,Point(87.0 51.0),0.816,146804372,Point(94.25 66.416666666)
'Are'are,alu,Solomon Islands,SLB,5 Developing,,Point(161.166666667 -9.25),0.546,611343,Point(159.816666666 -9.466666666)
Alaba-K’abeena,alw,Ethiopia,ETH,4 Educational,287000,,0.463,104957438,Point(40.0 9.0)
Mol,alx,Papua New Guinea,PNG,7 Shifting,,,0.555,8935000,Point(147.0 -6.3)
Alyawarr,aly,Australia,AUS,5 Developing,,Point(135.0 -22.5),0.939,24511800,Point(137.0 -28.0)
Alur,alz,Democratic Republic of the Congo,COD,5 Developing,,,0.457,86790567,Point(23.656 -2.88)
Alur,alz,Uganda,UGA,5 Developing,,,0.516,42862958,Point(32.39 1.28)
Amanayé,ama,Brazil,BRA,9 Dormant,,,0.754,210147125,Point(-53.0 -14.0)
Ambo,amb,Nigeria,NGA,6b Threatened,,,0.532,190886311,Point(8.0 9.0)
Amahuaca,amc,Brazil,BRA,7 Shifting,,Point(-72.5 -10.5),0.754,210147125,Point(-53.0 -14.0)
Amahuaca,amc,Peru,PER,7 Shifting,,Point(-72.5 -10.5),0.75,29381884,Point(-76.0 -9.4)
Yanesha',ame,Peru,PER,5 Developing,,Point(-75.416666666 -10.5),0.75,29381884,Point(-76.0 -9.4)
Hamer,amf,Ethiopia,ETH,6a Vigorous,,Point(36.5 5.0),0.463,104957438,Point(40.0 9.0)
Amurdag,amg,Australia,AUS,8b Nearly Extinct,0,,0.939,24511800,Point(137.0 -28.0)
Amharic,amh,Ethiopia,ETH,1 National,25000000,Point(38.0 10.0),0.463,104957438,Point(40.0 9.0)
Amharic,amh,Israel,ISR,1 National,25000000,Point(38.0 10.0),0.899,9093000,Point(35.0 31.0)
Amharic,amh,Eritrea,ERI,1 National,25000000,Point(38.0 10.0),0.44,3497000,Point(38.25 15.483333)
Amharic,amh,Somalia,SOM,1 National,25000000,Point(38.0 10.0),,11031386,Point(47.0 6.0)
Amharic,amh,Sudan,SDN,1 National,25000000,Point(38.0 10.0),0.502,40533330,Point(32.0 15.0)
Amis,ami,Taiwan,TWN,5 Developing,,Point(121.333333333 23.333333333),0.911,23593794,Point(121.0 24.0)
Amdang,amj,Chad,TCD,6a Vigorous,,,0.404,15477751,Point(19.4 15.466667)
Ambai,amk,Indonesia,IDN,6b Threatened,,Point(136.5 -1.833333333),0.694,270625568,Point(118.0 -2.0)
War,aml,Bangladesh,BGD,6a Vigorous,,,0.632,165775000,Point(89.866667 24.016667)
War,aml,India,IND,6a Vigorous,,,0.64,1326093247,Point(83.0 22.8)
Ama,amm,Papua New Guinea,PNG,5 Developing,,Point(141.616666667 -4.216666666),0.555,8935000,Point(147.0 -6.3)
Amanab,amn,Papua New Guinea,PNG,5 Developing,,Point(141.25 -3.583333333),0.555,8935000,Point(147.0 -6.3)
Amo,amo,Nigeria,NGA,6a Vigorous,,Point(8.666666666 10.333333333),0.532,190886311,Point(8.0 9.0)
Alamblak,amp,Papua New Guinea,PNG,5 Developing,1500,Point(143.333333333 -4.666666666),0.555,8935000,Point(147.0 -6.3)
Amahai,amq,Indonesia,IDN,8b Nearly Extinct,,,0.694,270625568,Point(118.0 -2.0)
Amarakaeri,amr,Peru,PER,6b Threatened,500,Point(-70.5 -12.5),0.75,29381884,Point(-76.0 -9.4)
Southern Amami Ōshima,ams,Japan,JPN,7 Shifting,1800,,0.909,126434565,Point(136.0 35.0)
Amto,amt,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Guerrero Amuzgo,amu,Mexico,MEX,5 Developing,,Point(-98.0 16.833333333),0.756,124777324,Point(-102.0 23.0)
Ambelau,amv,Indonesia,IDN,6a Vigorous,1347,,0.694,270625568,Point(118.0 -2.0)
Western Neo-Aramaic,amw,Syria,SYR,7 Shifting,,,0.536,18499181,Point(38.583333 35.216667)
Anmatyerre,amx,Australia,AUS,6b Threatened,,,0.939,24511800,Point(137.0 -28.0)
Ami,amy,Australia,AUS,8a Moribund,30,Point(130.0 -13.5),0.939,24511800,Point(137.0 -28.0)
Atampaya,amz,Australia,AUS,10 Extinct,,,0.939,24511800,Point(137.0 -28.0)
Andaqui,ana,Colombia,COL,9 Dormant,,,0.747,49065615,Point(-74.0 4.0)
Andoa,anb,Peru,PER,10 Extinct,0,,0.75,29381884,Point(-76.0 -9.4)
Andoa,anb,Ecuador,ECU,10 Extinct,0,,0.746,16624858,Point(-78.0 -1.0)
Ngas,anc,Nigeria,NGA,6a Vigorous,400000,Point(9.5 9.5),0.532,190886311,Point(8.0 9.0)
Ansus,and,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Xârâcùù,ane,New Caledonia,NCL,6a Vigorous,,Point(166.0 -21.666666666),,278500,Point(165.3 -21.25)
Animere,anf,Ghana,GHA,8a Moribund,,,0.592,26908262,Point(-0.5 8.0)
Nend,anh,Papua New Guinea,PNG,6a Vigorous,,Point(144.916666667 -5.0),0.555,8935000,Point(147.0 -6.3)
Andi,ani,Russia,RUS,6b Threatened,20000,Point(46.25 42.75),0.816,146804372,Point(94.25 66.416666666)
Anor,anj,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Goemai,ank,Chad,TCD,6b Threatened,347005,Point(9.75 8.666666666),0.404,15477751,Point(19.4 15.466667)
Goemai,ank,Nigeria,NGA,6b Threatened,347005,Point(9.75 8.666666666),0.532,190886311,Point(8.0 9.0)
Anu-Hkongso,anl,Myanmar,MMR,6b Threatened,,,0.578,53370609,Point(96.0 22.0)
Namfau,anm,India,IND,5 Developing,23000,,0.64,1326093247,Point(83.0 22.8)
Namfau,anm,Myanmar,MMR,5 Developing,23000,,0.578,53370609,Point(96.0 22.0)
Obolo,ann,Nigeria,NGA,5 Developing,,Point(7.833333333 4.583333333),0.532,190886311,Point(8.0 9.0)
Andoque,ano,Colombia,COL,8b Nearly Extinct,,Point(-72.0 -0.666666666),0.747,49065615,Point(-74.0 4.0)
Angika,anp,India,IND,5 Developing,,,0.64,1326093247,Point(83.0 22.8)
Angika,anp,Nepal,NPL,5 Developing,,,0.574,30327877,Point(84.0 28.0)
Jarawa,anq,India,IND,6a Vigorous,,Point(92.583333333 12.0),0.64,1326093247,Point(83.0 22.8)
Andh,anr,India,IND,6b Threatened,,,0.64,1326093247,Point(83.0 22.8)
Anserma,ans,Colombia,COL,10 Extinct,,,0.747,49065615,Point(-74.0 4.0)
Antakarinya,ant,Australia,AUS,9 Dormant,,,0.939,24511800,Point(137.0 -28.0)
Anuak,anu,Ethiopia,ETH,5 Developing,140000,Point(33.5 8.0),0.463,104957438,Point(40.0 9.0)
Anuak,anu,South Sudan,SSD,5 Developing,140000,Point(33.5 8.0),0.388,12575714,Point(30.0 7.0)
Denya,anv,Cameroon,CMR,5 Developing,,,0.556,24053727,Point(12.0 7.0)
Anaang,anw,Nigeria,NGA,5 Developing,,,0.532,190886311,Point(8.0 9.0)
Andra-Hus,anx,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Anyin,any,Ghana,GHA,5 Developing,,Point(-3.5 7.0),0.592,26908262,Point(-0.5 8.0)
Anyin,any,Ivory Coast,CIV,5 Developing,,Point(-3.5 7.0),0.492,24294750,Point(-6.0 8.0)
Anêm,anz,Papua New Guinea,PNG,5 Developing,800,Point(149.083333333 -5.583333333),0.555,8935000,Point(147.0 -6.3)
Angolar,aoa,São Tomé and Príncipe,STP,6a Vigorous,,Point(6.5 0.25),0.589,204327,Point(6.6 0.316667)
Abom,aob,Papua New Guinea,PNG,8a Moribund,,,0.555,8935000,Point(147.0 -6.3)
Pemon,aoc,Brazil,BRA,6b Threatened,,Point(-62.0 5.333333333),0.754,210147125,Point(-53.0 -14.0)
Pemon,aoc,Venezuela,VEN,6b Threatened,,Point(-62.0 5.333333333),0.761,28515829,Point(-67.0 8.0)
Pemon,aoc,Guyana,GUY,6b Threatened,,Point(-62.0 5.333333333),0.654,777859,Point(-59.316667 5.733333)
Andarum,aod,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
South Angal,aoe,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Bragat,aof,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Angoram,aog,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Cenu,aoh,Colombia,COL,Unattested,,,0.747,49065615,Point(-74.0 4.0)
Enindhilyagwa,aoi,Australia,AUS,6a Vigorous,1283,Point(136.5 -14.0),0.939,24511800,Point(137.0 -28.0)
Mufian,aoj,Papua New Guinea,PNG,5 Developing,,Point(143.0 -3.5),0.555,8935000,Point(147.0 -6.3)
Arhö,aok,France,FRA,8b Nearly Extinct,,,0.888,66628000,Point(2.0 47.0)
Alorese,aol,Indonesia,IDN,6a Vigorous,25000,,0.694,270625568,Point(118.0 -2.0)
Ömie,aom,Papua New Guinea,PNG,5 Developing,,Point(148.083333333 -9.05),0.555,8935000,Point(147.0 -6.3)
Bumbita,aon,Papua New Guinea,PNG,6b Threatened,,,0.555,8935000,Point(147.0 -6.3)
Aore,aor,Vanuatu,VUT,10 Extinct,,,0.603,276244,Point(168.016669444 -16.633330555)
Taikat,aos,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
A'Tong,aot,India,IND,7 Shifting,,,0.64,1326093247,Point(83.0 22.8)
A'Tong,aot,Bangladesh,BGD,7 Shifting,,,0.632,165775000,Point(89.866667 24.016667)
A'ou,aou,People's Republic of China,CHN,8b Nearly Extinct,,,0.752,1409517397,Point(103.451944444 35.844722222)
A'ou,aou,People's Republic of China,CHN,8b Nearly Extinct,,,0.752,1443497378,Point(103.451944444 35.844722222)
Atorada,aox,Brazil,BRA,8a Moribund,,,0.754,210147125,Point(-53.0 -14.0)
Atorada,aox,Guyana,GUY,8a Moribund,,,0.654,777859,Point(-59.316667 5.733333)
Uab Meto,aoz,Indonesia,IDN,5 Developing,,Point(124.5 -9.666666666),0.694,270625568,Point(118.0 -2.0)
Uab Meto,aoz,East Timor,TLS,5 Developing,,Point(124.5 -9.666666666),0.625,1296311,Point(125.75 -8.966667)
Sa'a,apb,Solomon Islands,SLB,5 Developing,,Point(161.45 -9.616666666),0.546,611343,Point(159.816666666 -9.466666666)
North Levantine Arabic,apc,Turkey,TUR,3 Wider Communication,,,0.82,83614362,Point(36.0 39.0)
North Levantine Arabic,apc,Lebanon,LBN,3 Wider Communication,,,0.757,6100075,Point(35.766667 33.833333)
North Levantine Arabic,apc,Syria,SYR,3 Wider Communication,,,0.536,18499181,Point(38.583333 35.216667)
North Levantine Arabic,apc,State of Palestine,PSE,3 Wider Communication,,,0.686,5227193,Point(35.25 32.0)
Sudanese Arabic,apd,South Sudan,SSD,3 Wider Communication,,,0.388,12575714,Point(30.0 7.0)
Sudanese Arabic,apd,Sudan,SDN,3 Wider Communication,,,0.502,40533330,Point(32.0 15.0)
Bukiyip,ape,Papua New Guinea,PNG,7 Shifting,,Point(143.166666667 -3.466666666),0.555,8935000,Point(147.0 -6.3)
Paranan Agta,apf,Philippines,PHL,5 Developing,,,0.699,100981437,Point(123.0 12.0)
Ampanang,apg,Indonesia,IDN,6a Vigorous,,,0.694,270625568,Point(118.0 -2.0)
Athpare,aph,Nepal,NPL,6b Threatened,,Point(87.333333333 27.0),0.574,30327877,Point(84.0 28.0)
Apiaká,api,Brazil,BRA,9 Dormant,,,0.754,210147125,Point(-53.0 -14.0)
Jicarilla,apj,United States of America,USA,7 Shifting,,Point(-104.0 36.583333333),0.92,331449281,Point(-98.5795 39.828175)
Plains Apache,apk,United States of America,USA,9 Dormant,0,,0.92,331449281,Point(-98.5795 39.828175)
Lipan,apl,United States of America,USA,9 Dormant,,,0.92,331449281,Point(-98.5795 39.828175)
Mescalero-Chiricahua,apm,United States of America,USA,8a Moribund,,Point(-108.0 33.25),0.92,331449281,Point(-98.5795 39.828175)
Apinayé,apn,Brazil,BRA,5 Developing,,Point(-48.0 -5.5),0.754,210147125,Point(-53.0 -14.0)
Apalik,apo,Papua New Guinea,PNG,6a Vigorous,,,0.555,8935000,Point(147.0 -6.3)
Apma,app,Vanuatu,VUT,6a Vigorous,7800,,0.603,276244,Point(168.016669444 -16.633330555)
A-Pucikwar,apq,India,IND,10 Extinct,,Point(92.666666666 12.0),0.64,1326093247,Point(83.0 22.8)
A-Pucikwar,apq,India,IND,10 Extinct,,Point(92.833333333 12.166666666),0.64,1326093247,Point(83.0 22.8)
Arop-Lokep,apr,Papua New Guinea,PNG,5 Developing,,Point(147.05 -5.383333333),0.555,8935000,Point(147.0 -6.3)
Arop,aps,Papua New Guinea,PNG,5 Developing,,,0.555,8935000,Point(147.0 -6.3)
Apatani,apt,India,IND,6b Threatened,,Point(93.75 27.5),0.64,1326093247,Point(83.0 22.8)
Apurinã,apu,Brazil,BRA,6b Threatened,,Point(-67.0 -9.0),0.754,210147125,Point(-53.0 -14.0)
Western Apache,apw,United States of America,USA,6b Threatened,,Point(-110.0 33.75),0.92,331449281,Point(-98.5795 39.828175)
Aputai,apx,Indonesia,IDN,8b Nearly Extinct,,,0.694,270625568,Point(118.0 -2.0)
Apalaí,apy,Brazil,BRA,5 Developing,,Point(-54.0 0.0),0.754,210147125,Point(-53.0 -14.0)
Safeyoka,apz,Papua New Guinea,PNG,5 Developing,2390,Point(146.083333333 -6.75),0.555,8935000,Point(147.0 -6.3)
Archi,aqc,Russia,RUS,6b Threatened,970,Point(46.833333333 42.0),0.816,146804372,Point(94.25 66.416666666)
Ampari Dogon,aqd,Mali,MLI,6a Vigorous,,,0.427,18541980,Point(-4.0 17.0)
Akoko,aqg,Nigeria,NGA,6a Vigorous,,,0.532,190886311,Point(8.0 9.0)
Ninka,aqk,Nigeria,NGA,,,,0.532,190886311,Point(8.0 9.0)
Atohwaim,aqm,Indonesia,IDN,6b Threatened,,,0.694,270625568,Point(118.0 -2.0)
Northern Alta,aqn,Philippines,PHL,6b Threatened,,,0.699,100981437,Point(123.0 12.0)
