ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,Lenguaje de Señas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord
bsk,bur,Burushaski,Eurasia,PK,36.5,74.5,,,0,L,Pakistan,PAK,6a Vigorous,,0.562,216565318.0,Point(71.0 30.0)
bqp,bus,Busa,Africa,NG,9.66666666667,4.0,Mande,Eastern Mande,0,L,Nigeria,NGA,5 Developing,,0.532,190886311.0,Point(8.0 9.0)
bxm,but,Buriat,Eurasia,CN RU MN,52.0,108.0,Altaic,Mongolic,0,L,Mongolia,MNG,6a Vigorous,42500.0,0.741,3075647.0,Point(104.0 47.0)
mhs,buu,Buru,Papunesia,ID,-3.5,126.5,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,32980.0,0.694,270625568.0,Point(118.0 -2.0)
bum,buw,Bulu,Africa,CM,3.0,11.0,Niger-Congo,Bantoid,0,L,Cameroon,CMR,3 Wider Communication,,0.556,24053727.0,Point(12.0 7.0)
bwu,buy,Buli (in Ghana),Africa,GH,10.5,-1.25,Niger-Congo,Northern-Central Gur,0,L,Ghana,GHA,5 Developing,,0.592,26908262.0,Point(-0.5 8.0)
bdr,bwc,Bajau (West Coast),Papunesia,MY,6.33333333333,116.333333333,Austronesian,Sama-Bajaw,0,L,Malaysia,MYS,6b Threatened,210000.0,0.802,31624264.0,Point(108.0 3.0)
bee,bya,Byansi,Eurasia,IN,30.1666666667,80.5,Sino-Tibetan,Bodic,0,L,"['India', 'Nepal']","['IND', 'NPL']",6b Threatened,,"[0.64, 0.574]","[1326093247.0, 30327877.0]","['Point(83.0 22.8)', 'Point(84.0 28.0)']"
bsw,bys,Bayso,Africa,ET,6.25,37.75,Afro-Asiatic,Lowland East Cushitic,0,L,Ethiopia,ETH,6a Vigorous,5480.0,0.463,104957438.0,Point(40.0 9.0)
bvz,bzi,Bauzi,Papunesia,ID,-2.5,137.5,East Geelvink Bay,East Geelvink Bay,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,Point(118.0 -2.0)
cjp,cab,Cabécar,North America,CR,9.75,-83.4166666667,Chibchan,Talamanca,0,L,Costa Rica,CRI,6b Threatened,,0.794,4905769.0,Point(-84.0 10.0)
cbv,cac,Cacua,South America,CO,1.08333333333,-70.0,Cacua-Nukak,Cacua-Nukak,0,L,Colombia,COL,5 Developing,,0.747,49065615.0,Point(-74.0 4.0)
cad,cad,Caddo,North America,US,33.3333333333,-93.5,Caddoan,Caddoan,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
chl,cah,Cahuilla,North America,US,33.5,-116.25,Uto-Aztecan,California Uto-Aztecan,0,L,United States of America,USA,8b Nearly Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
suq,cai,Chai,Africa,ET SS,5.33333333333,35.3333333333,Eastern Sudanic,Surmic,0,L,Ethiopia,ETH,4 Educational,,0.463,104957438.0,Point(40.0 9.0)
suq,trm,Tirmaga,Africa,ET,5.75,35.25,Eastern Sudanic,Surmic,0,L,Ethiopia,ETH,4 Educational,,0.463,104957438.0,Point(40.0 9.0)
cak,cak,Cakchiquel,North America,GT,14.5,-91.0,Mayan,Mayan,0,L,Guatemala,GTM,4 Educational,500000.0,0.627,17263239.0,Point(-90.25 15.5)
kbh,cam,Camsá,South America,CO,1.16666666667,-77.0,,,0,L,Colombia,COL,5 Developing,,0.747,49065615.0,Point(-74.0 4.0)
cbu,can,Candoshi,South America,PE,-4.16666666667,-77.0,,,0,L,Peru,PER,5 Developing,,0.75,29381884.0,Point(-76.0 -9.4)
kaq,cap,Capanahua,South America,PE,-7.0,-74.0,Panoan,Panoan,0,L,Peru,PER,7 Shifting,,0.75,29381884.0,Point(-76.0 -9.4)
car,car,Carib,South America,SR,5.5,-56.0,Cariban,Cariban,0,L,"['Venezuela', 'Guyana']","['VEN', 'GUY']",6b Threatened,10000.0,"[0.761, 0.654]","[28515829.0, 777859.0]","['Point(-67.0 8.0)', 'Point(-59.316667 5.733333)']"
cbr,cas,Cashibo,South America,PE,-8.5,-75.5,Panoan,Panoan,0,L,Peru,PER,5 Developing,,0.75,29381884.0,Point(-76.0 -9.4)
cto,cat,Catio,South America,CO,7.16666666667,-76.3333333333,Choco,Choco,0,L,"['Colombia', 'Panama']","['COL', 'PAN']",6a Vigorous,,"[0.747, 0.78]","[49065615.0, 4098587.0]","['Point(-74.0 4.0)', 'Point(-80.366667 8.616667)']"
cav,cav,Cavineña,South America,BO,-13.3333333333,-66.5,Tacanan,Tacanan,0,L,Bolivia,BOL,6b Threatened,,0.693,11051600.0,Point(-64.991228611 -17.056869611)
cbi,cay,Cayapa,South America,EC,0.666666666667,-79.0,Barbacoan,Barbacoan,0,L,Ecuador,ECU,6b Threatened,,0.746,16624858.0,Point(-78.0 -1.0)
boi,cba,Chumash (Barbareño),North America,US,34.5,-120.25,Chumash,Chumash,0,L,United States of America,USA,9 Reawakening,,0.92,331449281.0,Point(-98.5795 39.828175)
cao,cbo,Chácobo,South America,BO,-12.1666666667,-66.75,Panoan,Panoan,0,L,Bolivia,BOL,5 Developing,,0.693,11051600.0,Point(-64.991228611 -17.056869611)
coz,cch,Chocho,North America,MX,17.6666666667,-97.4166666667,Oto-Manguean,Popolocan,0,L,Mexico,MEX,8b Nearly Extinct,,0.756,124777324.0,Point(-102.0 23.0)
cic,cck,Chickasaw,North America,US,34.0,-88.0,Muskogean,Muskogean,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
cco,ccm,Chinantec (Comaltepec),North America,MX,17.5833333333,-96.4166666667,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
coq,cco,Chasta Costa,North America,US,42.6666666667,-124.0,Na-Dene,Athapaskan,0,X,United States of America,USA,10 Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
coc,ccp,Cocopa,North America,MX US,32.3333333333,-115.0,Hokan,Yuman,0,L,"['United States of America', 'Mexico']","['USA', 'MEX']",7 Shifting,,"[0.92, 0.756]","[331449281.0, 124777324.0]","['Point(-98.5795 39.828175)', 'Point(-102.0 23.0)']"
cho,cct,Choctaw,North America,US,32.25,-88.5,Muskogean,Muskogean,0,L,United States of America,USA,6b Threatened,9200.0,0.92,331449281.0,Point(-98.5795 39.828175)
mch,cde,Carib (De'kwana),South America,VR,5.5,-65.0,Cariban,Cariban,0,L,"['Brazil', 'Venezuela']","['BRA', 'VEN']",6a Vigorous,,"[0.754, 0.761]","[210147125.0, 28515829.0]","['Point(-53.0 -14.0)', 'Point(-67.0 8.0)']"
csw,cea,Cree (Swampy),North America,CA,56.0,-90.0,Algic,Algonquian,0,L,Canada,CAN,6b Threatened,,0.926,37894799.0,Point(-109.0 56.0)
ceb,ceb,Cebuano,Papunesia,PH,10.0,124.0,Austronesian,Greater Central Philippine,0,L,Philippines,PHL,3 Wider Communication,20000000.0,0.699,100981437.0,Point(123.0 12.0)
cob,cec,Chicomuceltec,North America,MX,15.5,-92.25,Mayan,Mayan,0,L,Mexico,MEX,9 Dormant,0.0,0.756,124777324.0,Point(-102.0 23.0)
cam,cem,Cèmuhî,Papunesia,NC,-20.8333333333,165.166666667,Austronesian,Oceanic,0,L,New Caledonia,NCL,6b Threatened,,,278500.0,Point(165.3 -21.25)
old,cga,Chaga,Africa,TZ,-3.0,37.0,Niger-Congo,Bantoid,0,L,Tanzania,TZA,6a Vigorous,,0.538,57310019.0,Point(34.854 -6.307)
cha,cha,Chamorro,Papunesia,GU,13.45,144.75,Austronesian,Chamorro,0,L,United States of America,USA,1 National,64300.0,0.92,331449281.0,Point(-98.5795 39.828175)
can,chb,Chambri,Papunesia,PG,-4.16666666667,143.083333333,Lower Sepik-Ramu,Lower Sepik,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,Point(147.0 -6.3)
che,chc,Chechen,Eurasia,RU,43.25,45.8333333333,Nakh-Daghestanian,Nakh,0,L,"['Turkey', 'Russia', 'Georgia', 'Kazakhstan', 'Jordan']","['TUR', 'RUS', 'GEO', 'KAZ', 'JOR']",2 Provincial,1393900.0,"[0.82, 0.816, 0.754, 0.8, 0.748]","[83614362.0, 146804372.0, 3717100.0, 18276500.0, 10428241.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(43.733330555 42.016669444)', 'Point(68.0 48.0)', 'Point(36.5 31.2)']"
cdn,chd,Chaudangsi,Eurasia,IN,30.0,80.25,Sino-Tibetan,Bodic,0,L,India,IND,6b Threatened,,0.64,1326093247.0,Point(83.0 22.8)
chr,che,Cherokee,North America,US,35.5,-83.5,Iroquoian,Southern Iroquoian,0,L,United States of America,USA,8a Moribund,12300.0,0.92,331449281.0,Point(-98.5795 39.828175)
nbc,chg,Chang,Eurasia,IN MM,26.3333333333,94.75,Sino-Tibetan,Northern Naga,0,L,India,IND,5 Developing,,0.64,1326093247.0,Point(83.0 22.8)
sgw,chh,Chaha,Africa,ET,8.112935,37.93267,Afro-Asiatic,Semitic,0,L,Ethiopia,ETH,5 Developing,1480000.0,0.463,104957438.0,Point(40.0 9.0)
sgw,muh,Muher,Africa,ET,8.16666666667,38.1666666667,Afro-Asiatic,Semitic,0,L,Ethiopia,ETH,5 Developing,1480000.0,0.463,104957438.0,Point(40.0 9.0)
cid,chi,Chimariko,North America,US,41.0,-123.0,Hokan,Chimariko,0,X,United States of America,USA,10 Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
ckt,chk,Chukchi,Eurasia,RU,67.0,-173.0,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,0,L,Russia,RUS,6b Threatened,5100.0,0.816,146804372.0,Point(94.25 66.416666666)
cjh,chl,Chehalis (Upper),North America,US,46.5833333333,-123.0,Salishan,Tsamosan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
cji,chm,Chamalal,Eurasia,RU,42.55,46.05,Nakh-Daghestanian,Avar-Andic-Tsezic,0,L,Russia,RUS,6b Threatened,500.0,0.816,146804372.0,Point(94.25 66.416666666)
chx,chn,Chantyal,Eurasia,NP,28.5833333333,83.4166666667,Sino-Tibetan,Bodic,0,L,Nepal,NPL,6b Threatened,,0.574,30327877.0,Point(84.0 28.0)
chd,cho,Chontal (Highland),North America,MX,16.25,-95.75,Tequistlatecan,Tequistlatecan,0,L,Mexico,MEX,8a Moribund,,0.756,124777324.0,Point(-102.0 23.0)
chp,chp,Chipewyan,North America,CA,59.0,-106.0,Na-Dene,Athapaskan,0,L,Canada,CAN,6b Threatened,11130.0,0.926,37894799.0,Point(-109.0 56.0)
chq,chq,Chinantec (Quiotepec),North America,MX,17.5833333333,-96.6666666667,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,6a Vigorous,,0.756,124777324.0,Point(-102.0 23.0)
crw,chr,Chrau,Eurasia,VN,10.75,107.5,Austro-Asiatic,Bahnaric,0,L,Vietnam,VNM,6b Threatened,,0.694,94660000.0,Point(108.0 16.0)
csy,chs,Chin (Siyin),Eurasia,MM,23.8333333333,94.0,Sino-Tibetan,Kuki-Chin,0,L,Myanmar,MMR,5 Developing,,0.578,53370609.0,Point(96.0 22.0)
cya,cht,Chatino (Nopala),North America,MX,16.0833333333,-97.1666666667,Oto-Manguean,Zapotecan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
cag,chu,Nivacle,South America,PY,-23.5,-60.5,Matacoan,Matacoan,0,L,Paraguay,PRY,5 Developing,,0.702,6811297.0,Point(-58.0 -23.5)
chv,chv,Chuvash,Eurasia,RU,55.5,47.5,Altaic,Turkic,0,L,"['Russia', 'Belarus', 'Ukraine', 'Kazakhstan', 'Uzbekistan']","['RUS', 'BLR', 'UKR', 'KAZ', 'UZB']",2 Provincial,1279650.0,"[0.816, 0.798, 0.747, 0.8, 0.71]","[146804372.0, 9349645.0, 42558328.0, 18276500.0, 33570609.0]","['Point(94.25 66.416666666)', 'Point(28.046666666 53.528333333)', 'Point(32.0 49.0)', 'Point(68.0 48.0)', 'Point(66.0 41.0)']"
cja,chw,Cham (Western),Eurasia,KH,12.0,105.5,Austronesian,Malayo-Sumbawan,0,L,"['Cambodia', 'Vietnam']","['KHM', 'VNM']",6a Vigorous,,"[0.582, 0.694]","[16005373.0, 94660000.0]","['Point(105.0 12.6)', 'Point(108.0 16.0)']"
clo,chx,Chontal (Huamelultec Oaxaca),North America,MX,16.0,-95.75,Tequistlatecan,Tequistlatecan,0,L,Mexico,MEX,8b Nearly Extinct,,0.756,124777324.0,Point(-102.0 23.0)
cbt,chy,Chayahuita,South America,PE,-5.5,-77.0,Cahuapanan,Cahuapanan,0,L,Peru,PER,5 Developing,,0.75,29381884.0,Point(-76.0 -9.4)
nya,cic,Chichewa,Africa,MZ MW ZM ZW,-14.0,34.0,Niger-Congo,Bantoid,0,L,"['Zambia', 'Malawi', 'Mozambique']","['ZMB', 'MWI', 'MOZ']",3 Wider Communication,"[9300000.0, 12000000.0]","[0.588, 0.477, 0.437]","[17094130.0, 18622104.0, 29668834.0]","['Point(28.0 -14.0)', 'Point(34.0 -13.0)', 'Point(35.0 -19.0)']"
inz,cin,Chumash (Ineseño),North America,US,34.6666666667,-120.25,Chumash,Chumash,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
pei,cjo,Chichimeca-Jonaz,North America,MX,21.6666666667,-100.5,Oto-Manguean,Chichimec,0,L,Mexico,MEX,7 Shifting,,0.756,124777324.0,Point(-102.0 23.0)
mrn,ckh,Cheke Holo,Papunesia,SB,-8.33333333333,159.666666667,Austronesian,Oceanic,0,L,Solomon Islands,SLB,5 Developing,,0.546,611343.0,Point(159.816666666 -9.466666666)
chh,ckl,Chinook (Lower),North America,US,46.25,-123.5,Penutian,Chinookan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
wac,cku,Chinook (Upper),North America,US,45.62,-121.16,Penutian,Chinookan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
wac,ktm,Kathlamet,North America,,46.14,-123.4,Penutian,Chinookan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
clm,cla,Clallam,North America,US,48.0833333333,-123.75,Salishan,Central Salish,0,L,"['United States of America', 'Lower Elwha Klallam Tribe', ""Port Gamble S'Klallam Tribe"", ""Jamestown S'Klallam Tribe""]",USA,9 Reawakening,0.0,0.92,331449281.0,Point(-98.5795 39.828175)
cld,cld,Chaldean (Modern),Eurasia,IQ,36.0,43.0,Afro-Asiatic,Semitic,0,L,Iraq,IRQ,7 Shifting,,0.685,38274618.0,Point(43.0 33.0)
cld,naa,Neo-Aramaic (Amadiya),Eurasia,IQ,37.0,43.0,Afro-Asiatic,Semitic,0,L,Iraq,IRQ,7 Shifting,,0.685,38274618.0,Point(43.0 33.0)
cle,cle,Chinantec (Lealao),North America,MX,17.3333333333,-95.9166666667,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
clw,cly,Chulym,Eurasia,RU,54.3333333333,89.6666666667,Altaic,Turkic,0,L,Russia,RUS,8a Moribund,44.0,0.816,146804372.0,Point(94.25 66.416666666)
cbg,cma,Chimila,South America,CO,10.0,-74.0,Chibchan,Chimila,0,L,Colombia,COL,6b Threatened,,0.747,49065615.0,Point(-74.0 4.0)
xcm,cmc,Comecrudo,North America,MX,25.8333333333,-99.0,Comecrudan,Comecrudan,0,,Mexico,MEX,,,0.756,124777324.0,Point(-102.0 23.0)
cjm,cme,Cham (Eastern),Eurasia,VN,11.3333333333,108.5,Austronesian,Malayo-Sumbawan,0,L,Vietnam,VNM,6b Threatened,,0.694,94660000.0,Point(108.0 16.0)
ute,cmh,Chemehuevi,North America,US,34.3333333333,-115.166666667,Uto-Aztecan,Numic,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,Point(-98.5795 39.828175)
ute,put,Paiute (Southern),North America,US,37.8333333333,-113.333333333,Uto-Aztecan,Numic,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,Point(-98.5795 39.828175)
ute,ute,Ute,North America,US,39.0,-109.0,Uto-Aztecan,Numic,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,Point(-98.5795 39.828175)
rab,cml,Camling,Eurasia,NP,27.0,86.6666666667,Sino-Tibetan,Mahakiranti,0,L,Nepal,NPL,6b Threatened,,0.574,30327877.0,Point(84.0 28.0)
com,cmn,Comanche,North America,US,33.5,-101.5,Uto-Aztecan,Numic,0,L,United States of America,USA,8a Moribund,,0.92,331449281.0,Point(-98.5795 39.828175)
mrh,cmr,Chin (Mara),Eurasia,IN MM,23.0,93.1666666667,Sino-Tibetan,Kuki-Chin,0,L,"['India', 'Myanmar']","['IND', 'MMR']",4 Educational,84000.0,"[0.64, 0.578]","[1326093247.0, 53370609.0]","['Point(83.0 22.8)', 'Point(96.0 22.0)']"
coo,cmx,Comox,North America,CA,50.1666666667,-125.0,Salishan,Central Salish,0,L,Canada,CAN,8a Moribund,40.0,0.926,37894799.0,Point(-109.0 56.0)
chf,cmy,Chontal Maya,North America,MX,18.1666666667,-92.5833333333,Mayan,Mayan,0,L,Mexico,MEX,6a Vigorous,,0.756,124777324.0,Point(-102.0 23.0)
ram,cnl,Canela,South America,BR,-7.0,-45.0,Macro-Ge,Ge-Kaingang,0,L,Brazil,BRA,5 Developing,,0.754,210147125.0,Point(-53.0 -14.0)
knm,cnm,Canamarí,South America,BR,-6.5,-68.5,Katukinan,Katukinan,0,L,Brazil,BRA,6a Vigorous,,0.754,210147125.0,Point(-53.0 -14.0)
yue,cnt,Cantonese,Eurasia,CN,23.0,113.0,Sino-Tibetan,Chinese,0,L,"[""People's Republic of China"", 'Malaysia', 'Brunei']","['CHN', 'MYS', 'BRN']",2 Provincial,"[72893210.0, 62221560.0]","[0.752, 0.802, 0.853]","[1409517397.0, 1443497378.0, 31624264.0, 428697.0]","['Point(103.451944444 35.844722222)', 'Point(108.0 3.0)', 'Point(114.566667 4.4)']"
cod,coc,Cocama,South America,PE,-5.0,-74.5,Tupian,Tupi-Guaraní,0,L,"['Brazil', 'Peru', 'Colombia']","['BRA', 'PER', 'COL']",8a Moribund,,"[0.754, 0.75, 0.747]","[210147125.0, 29381884.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)', 'Point(-74.0 4.0)']"
crd,coe,Coeur d'Alene,North America,US,47.25,-116.5,Salishan,Interior Salish,0,L,United States of America,USA,8b Nearly Extinct,,0.92,331449281.0,Point(-98.5795 39.828175)
con,cof,Cofán,South America,EC CO,0.166666666667,-77.1666666667,,,0,L,"['Ecuador', 'Colombia']","['ECU', 'COL']",5 Developing,1700.0,"[0.746, 0.747]","[16624858.0, 49065615.0]","['Point(-78.0 -1.0)', 'Point(-74.0 4.0)']"
kog,cog,Cogui,South America,CO,11.0,-73.8333333333,Chibchan,Arhuacic,0,L,Colombia,COL,6a Vigorous,,0.747,49065615.0,Point(-74.0 4.0)
caa,coi,Chortí,North America,GT HN,14.8333333333,-89.25,Mayan,Mayan,0,L,"['Guatemala', 'Honduras']","['GTM', 'HND']",5 Developing,30000.0,"[0.627, 0.606]","[17263239.0, 9265067.0]","['Point(-90.25 15.5)', 'Point(-86.816667 14.633333)']"
swb,com,Comorian,Africa,KM YT,-12.0,44.0,Niger-Congo,Bantoid,0,L,France,FRA,5 Developing,15200.0,0.888,66628000.0,Point(2.0 47.0)
csz,coo,Coos (Hanis),North America,US,43.5,-124.166666667,Oregon Coast,Coosan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
cop,cop,Coptic,Africa,EG,26.0,32.0,Afro-Asiatic,Egyptian-Coptic,0,L,Egypt,EGY,9 Second language only,300.0,0.696,94798827.0,Point(29.0 27.0)
crn,cor,Cora,North America,MX,22.1666666667,-104.833333333,Uto-Aztecan,Corachol,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
css,cos,Rumsien,North America,US,36.8333333333333,-121.75,Penutian,Costanoan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
css,mut,Mutsun,North America,US,36.8333333333,-121.5,Penutian,Costanoan,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
cjo,cpa,Campa Pajonal Asheninca,South America,PE,-10.6666666667,-74.25,Arawakan,Pre-Andine Arawakan,0,L,Peru,PER,6b Threatened,,0.75,29381884.0,Point(-76.0 -9.4)
cpa,cpl,Chinantec (Palantla),North America,MX,18.8333333333,-96.75,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,6a Vigorous,,0.756,124777324.0,Point(-102.0 23.0)
cdm,cpn,Chepang,Eurasia,NP,27.6666666667,84.75,Sino-Tibetan,Mahakiranti,0,L,Nepal,NPL,6b Threatened,36807.0,0.574,30327877.0,Point(84.0 28.0)
ciw,cpw,Chippewa (Red Lake and Pillager),North America,US,48.0,-95.0,Algic,Algonquian,0,L,United States of America,USA,7 Shifting,,0.92,331449281.0,Point(-98.5795 39.828175)
ciw,ojm,Ojibwe (Minnesota),North America,US,47.6666666667,-92.5,Algic,Algonquian,0,L,United States of America,USA,7 Shifting,,0.92,331449281.0,Point(-98.5795 39.828175)
cap,cpy,Chipaya,South America,BO,-18.75,-67.8333333333,Uru-Chipaya,Uru-Chipaya,0,L,Bolivia,BOL,5 Developing,,0.693,11051600.0,Point(-64.991228611 -17.056869611)
cap,puq,Puquina,South America,BO PE,-16.5,-68.5,,,0,L,Bolivia,BOL,5 Developing,,0.693,11051600.0,Point(-64.991228611 -17.056869611)
cax,cqt,Chiquitano,South America,BO,-17.5,-60.0,Chiquito,Chiquito,0,L,"['Brazil', 'Bolivia']","['BRA', 'BOL']",6b Threatened,,"[0.754, 0.693]","[210147125.0, 11051600.0]","['Point(-53.0 -14.0)', 'Point(-64.991228611 -17.056869611)']"
crk,cre,Cree (Plains),North America,CA,54.0,-110.0,Algic,Algonquian,0,L,Canada,CAN,5 Developing,,0.926,37894799.0,Point(-109.0 56.0)
gui,crg,Chiriguano,South America,PY BO AR,-23.6666666667,-64.3333333333,Tupian,Tupi-Guaraní,0,L,"['Argentina', 'Paraguay', 'Bolivia']","['ARG', 'PRY', 'BOL']",5 Developing,,"[0.825, 0.702, 0.693]","[44938712.0, 6811297.0, 11051600.0]","['Point(-64.0 -34.0)', 'Point(-58.0 -23.5)', 'Point(-64.991228611 -17.056869611)']"
cje,crh,Chru,Eurasia,VN,11.5,108.5,Austronesian,Malayo-Sumbawan,0,L,Vietnam,VNM,6b Threatened,,0.694,94660000.0,Point(108.0 16.0)
crh,cri,Crimean Tatar,Eurasia,UZ,45.0,34.0833333333,Altaic,Turkic,0,L,"['Turkey', 'Russia', 'Ukraine', 'Romania', 'Bulgaria']","['TUR', 'RUS', 'UKR', 'ROU', 'BGR']",5 Developing,552740.0,"[0.82, 0.816, 0.747, 0.793, 0.782]","[83614362.0, 146804372.0, 42558328.0, 19586539.0, 7000039.0]","['Point(36.0 39.0)', 'Point(94.25 66.416666666)', 'Point(32.0 49.0)', 'Point(25.0 46.0)', 'Point(25.5 42.75)']"
cbd,crj,Carijona,South America,CO,1.0,-73.0,Cariban,Cariban,0,L,Colombia,COL,8b Nearly Extinct,,0.747,49065615.0,Point(-74.0 4.0)
cbd,guq,Guaque,South America,CO,1.0,-72.0833333333,Cariban,Cariban,0,L,Colombia,COL,8b Nearly Extinct,,0.747,49065615.0,Point(-74.0 4.0)
cbd,hia,Hianacoto,South America,CO,0.833333333333,-71.0,Cariban,Cariban,0,L,Colombia,COL,8b Nearly Extinct,,0.747,49065615.0,Point(-74.0 4.0)
cbd,umu,Umaua,South America,CO,1.0,-72.0,Cariban,Cariban,0,L,Colombia,COL,8b Nearly Extinct,,0.747,49065615.0,Point(-74.0 4.0)
mus,crk,Creek,North America,US,34.0,-85.0,Muskogean,Muskogean,0,L,United States of America,USA,7 Shifting,4300.0,0.92,331449281.0,Point(-98.5795 39.828175)
mus,smn,Seminole,North America,US,33.0,-84.0,Muskogean,Muskogean,0,L,United States of America,USA,7 Shifting,4300.0,0.92,331449281.0,Point(-98.5795 39.828175)
cal,crl,Carolinian,Papunesia,MP,15.2,145.75,Austronesian,Oceanic,0,L,United States of America,USA,4 Educational,5700.0,0.92,331449281.0,Point(-98.5795 39.828175)
cor,crn,Cornish,Eurasia,GB,50.3333333333,-5.0,Indo-European,Celtic,0,L,United Kingdom,GBR,9 Reawakening,"[0.0, 600.0]",0.922,66022273.0,Point(-2.0 54.6)
cro,cro,Crow,North America,US,47.0,-108.0,Siouan,Core Siouan,0,L,United States of America,USA,6b Threatened,3000.0,0.92,331449281.0,Point(-98.5795 39.828175)
cbc,crp,Carapana,South America,CO BR,0.833333333333,-70.75,Tucanoan,Tucanoan,0,L,"['Brazil', 'Colombia']","['BRA', 'COL']",5 Developing,,"[0.754, 0.747]","[210147125.0, 49065615.0]","['Point(-53.0 -14.0)', 'Point(-74.0 4.0)']"
crx,crq,Carrier,North America,CA,53.75,-123.5,Na-Dene,Athapaskan,0,L,Canada,CAN,7 Shifting,,0.926,37894799.0,Point(-109.0 56.0)
cso,csc,Chinantec (Sochiapan),North America,MX,17.75,-96.6666666667,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
cuc,csf,Chinantec (San Felipe Usila),North America,MX,17.9166666667,-96.5,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,6a Vigorous,,0.756,124777324.0,Point(-102.0 23.0)
cbs,csh,Cashinahua,South America,BR PE,-10.5,-71.8333333333,Panoan,Panoan,0,L,"['Brazil', 'Peru']","['BRA', 'PER']",5 Developing,,"[0.754, 0.75]","[210147125.0, 29381884.0]","['Point(-53.0 -14.0)', 'Point(-76.0 -9.4)']"
csk,csk,Diola-Kasa,Africa,,12.5,-16.75,Niger-Congo,Bak,0,L,Senegal,SEN,5 Developing,,0.505,15850567.0,Point(-14.283333 14.366667)
csl,csl,Chinese Sign Language,Eurasia,CN,35.0,115.0,other,Sign Languages,1,L,People's Republic of China,CHN,5 Developing,,0.752,"[1409517397.0, 1443497378.0]",Point(103.451944444 35.844722222)
ctp,cso,Chatino (Sierra Occidental),North America,MX,16.25,-97.3333333333,Oto-Manguean,Zapotecan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
ctp,cya,Chatino (Yaitepec),North America,MX,16.25,-97.25,Oto-Manguean,Zapotecan,0,L,Mexico,MEX,5 Developing,,0.756,124777324.0,Point(-102.0 23.0)
cnt,cte,Chinantec (Tepetotutla),North America,MX,17.8333333333,-96.5,Oto-Manguean,Chinantecan,0,L,Mexico,MEX,6a Vigorous,,0.756,124777324.0,Point(-102.0 23.0)
ctd,cti,Chin (Tiddim),Eurasia,MM,23.3333333333,93.6666666667,Sino-Tibetan,Kuki-Chin,0,L,"['Myanmar', 'India']","['MMR', 'IND']",5 Developing,,"[0.578, 0.64]","[53370609.0, 1326093247.0]","['Point(96.0 22.0)', 'Point(83.0 22.8)']"
cat,ctl,Catalan,Eurasia,ES,41.75,2.0,Indo-European,Romance,0,L,Spain,ESP,2 Provincial,"[4079420.0, 5100000.0]",0.876,46733038.0,Point(-3.5 40.2)
ctm,ctm,Chitimacha,North America,US,29.6666666667,-91.0,,,0,L,United States of America,USA,9 Dormant,,0.92,331449281.0,Point(-98.5795 39.828175)
