,ISO,WALS_ID,Name,Macroarea,Country_ID,Latitude,Longitude,Family,Genus,senas,Status_X_L,wiki_country,countryISO,Status,num_speakers,HDI,country_population,Country_coord,cant_paises,Country_lat,Country_long,nearest
940,bod,tis,Tibetan (Shigatse),Eurasia,CN,29.0,89.0,Sino-Tibetan,Bodic,0,L,"[""People's Republic of China"", 'India', 'Nepal']","['CHN', 'IND', 'NPL']",2 Provincial,1200000.0,"[0.752, 0.64, 0.574]","[1409517397.0, 1443497378.0, 1326093247.0, 30327877.0]","[<shapely.geometry.point.Point object at 0x7f72c0449760>, <shapely.geometry.point.Point object at 0x7f72c04497c0>, <shapely.geometry.point.Point object at 0x7f72c0449820>]",3,"[103.451944444, 83.0, 84.0]","[35.844722222, 22.8, 28.0]",39.0
941,bod,tmo,Tibetan (Modern Literary),Eurasia,CN,29.8333333333,91.5,Sino-Tibetan,Bodic,0,L,"[""People's Republic of China"", 'India', 'Nepal']","['CHN', 'IND', 'NPL']",2 Provincial,1200000.0,"[0.752, 0.64, 0.574]","[1409517397.0, 1443497378.0, 1326093247.0, 30327877.0]","[<shapely.geometry.point.Point object at 0x7f72c0449880>, <shapely.geometry.point.Point object at 0x7f72c04498e0>, <shapely.geometry.point.Point object at 0x7f72c0449940>]",3,"[103.451944444, 83.0, 84.0]","[35.844722222, 22.8, 28.0]",39.0
942,jhi,jah,Jahai,Eurasia,MY,5.75,101.5,Austro-Asiatic,Aslian,0,L,Malaysia,MYS,6b Threatened,,0.802,31624264.0,POINT (108 3),1,108.0,3.0,92.0
943,djd,jam,Jaminjung,Australia,AU,-15.0833333333,130.5,Mirndi,Jaminjungan,0,L,Australia,AUS,8a Moribund,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,146.0
944,jqr,jaq,Jaqaru,South America,PE,-13.0,-76.0,Aymaran,Aymaran,0,L,Peru,PER,7 Shifting,448.0,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,48.0
945,jar,jar,Jarawa (in Nigeria),Africa,NG,9.5,10.5,Niger-Congo,Bantoid,0,,Nigeria,NGA,,,0.532,190886311.0,POINT (8 9),1,8.0,9.0,243.0
946,jav,jav,Javanese,Papunesia,ID,-7.0,111.0,Austronesian,Javanese,0,L,Indonesia,IDN,4 Educational,84308740.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,70.0
947,jbt,jbt,Jabutí,South America,BR,-12.25,-62.25,Macro-Ge,Jabutí,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,61.0
948,jam,jcr,Jamaican Creole,North America,JM,18.1666666667,-77.25,other,Creoles and Pidgins,0,L,"['Jamaica', 'Costa Rica', 'Panama']","['JAM', 'CRI', 'PAN']",5 Developing,3200000.0,"[0.732, 0.794, 0.78]","[2890299.0, 4905769.0, 4098587.0]","[<shapely.geometry.point.Point object at 0x7f72c0449be0>, <shapely.geometry.point.Point object at 0x7f72c0449c40>, <shapely.geometry.point.Point object at 0x7f72c0449ca0>]",3,"[-77.4, -84.0, -80.366667]","[18.18, 10.0, 8.616667]",67.0
949,jeb,jeb,Jebero,South America,PE,-5.41666666667,-76.5,Cahuapanan,Cahuapanan,0,L,Peru,PER,7 Shifting,,0.75,29381884.0,POINT (-76 -9.4),1,-76.0,-9.4,81.0
950,jeh,jeh,Jeh,Eurasia,VN LA,15.1666666667,107.833333333,Austro-Asiatic,Bahnaric,0,L,"['Laos', 'Vietnam']","['LAO', 'VNM']",5 Developing,,"[0.601, 0.694]","[6858160.0, 94660000.0]","[<shapely.geometry.point.Point object at 0x7f72c0449d60>, <shapely.geometry.point.Point object at 0x7f72c0449dc0>]",2,"[104.0, 108.0]","[18.2, 16.0]",37.0
951,jek,jel,Jeli,Africa,CI,9.5,-5.66666666667,Mande,Western Mande,0,L,Ivory Coast,CIV,8a Moribund,,0.492,24294750.0,POINT (-6 8),1,-6.0,8.0,70.0
952,tow,jem,Jemez,North America,US,35.8333333333,-107.0,Kiowa-Tanoan,Kiowa-Tanoan,0,L,United States of America,USA,6b Threatened,,0.92,331449281.0,POINT (-98.5795 39.828175),1,-98.5795,39.828175,54.0
953,shv,jib,Jibbali,Eurasia,OM,17.5,55.0,Afro-Asiatic,Semitic,0,L,Oman,OMN,6b Threatened,,0.821,4829480.0,POINT (57 21),1,57.0,21.0,8.0
954,jiv,jiv,Jivaro,South America,EC,-2.5,-78.0,Jivaroan,Jivaroan,0,L,Ecuador,ECU,5 Developing,,0.746,16624858.0,POINT (-78 -1),1,-78.0,-1.0,71.0
955,lwo,jlu,Luwo,Africa,SS,8.0,28.0,Eastern Sudanic,Nilotic,0,L,South Sudan,SSD,5 Developing,,0.388,12575714.0,POINT (30 7),1,30.0,7.0,130.0
956,bex,jmo,Jur Mödö,Africa,SS,6.0,30.0,Central Sudanic,Bongo-Bagirmi,0,L,South Sudan,SSD,4 Educational,,0.388,12575714.0,POINT (30 7),1,30.0,7.0,143.0
957,djm,jms,Jamsay,Africa,ML,14.4166666667,-2.5,Dogon,Dogon,0,L,"['Mali', 'Burkina Faso']","['MLI', 'BFA']",6a Vigorous,,"[0.427, 0.423]","[18541980.0, 19193382.0]","[<shapely.geometry.point.Point object at 0x7f72c04460a0>, <shapely.geometry.point.Point object at 0x7f72c0446100>]",2,"[-4.0, -2.066667]","[17.0, 12.266667]",257.0
958,kac,jng,Jingpho,Eurasia,MM,25.4166666667,97.0,Sino-Tibetan,Jingpho,0,L,"[""People's Republic of China"", 'India', 'Myanmar']","['CHN', 'IND', 'MMR']",3 Wider Communication,940000.0,"[0.752, 0.64, 0.578]","[1409517397.0, 1443497378.0, 1326093247.0, 53370609.0]","[<shapely.geometry.point.Point object at 0x7f72c0446160>, <shapely.geometry.point.Point object at 0x7f72c04461c0>, <shapely.geometry.point.Point object at 0x7f72c0446220>]",3,"[103.451944444, 83.0, 96.0]","[35.844722222, 22.8, 22.0]",43.0
959,rgk,joh,Johari,Eurasia,IN,30.6666666667,80.0,Sino-Tibetan,Bodic,0,L,India,IND,9 Dormant,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,81.0
960,tlo,jom,Jomang,Africa,SD,10.5833333333,30.5,Kordofanian,Talodi,0,L,Sudan,SDN,8b Nearly Extinct,,0.502,40533330.0,POINT (32 15),1,32.0,15.0,129.0
961,jpn,jpn,Japanese,Eurasia,JP,37.0,140.0,,,0,L,"['Japan', 'United States of America', 'Brazil', 'Australia', 'Peru', 'North Korea', 'Palau', 'Taiwan', 'South Korea']","['JPN', 'USA', 'BRA', 'AUS', 'PER', 'PRK', 'PLW', 'TWN', 'KOR']",1 National,130000000.0,"[0.909, 0.92, 0.754, 0.939, 0.75, 0.798, 0.911, 0.898]","[126434565.0, 331449281.0, 210147125.0, 24511800.0, 29381884.0, 25490965.0, 21729.0, 23593794.0, 51466201.0]","[<shapely.geometry.point.Point object at 0x7f72c0446340>, <shapely.geometry.point.Point object at 0x7f72c04463a0>, <shapely.geometry.point.Point object at 0x7f72c0446400>, <shapely.geometry.point.Point object at 0x7f72c0446460>, <shapely.geometry.point.Point object at 0x7f72c04464c0>, <shapely.geometry.point.Point object at 0x7f72c0446520>, <shapely.geometry.point.Point object at 0x7f72c0446580>, <shapely.geometry.point.Point object at 0x7f72c04465e0>, <shapely.geometry.point.Point object at 0x7f72c0446640>]",9,"[136.0, -98.5795, -53.0, 137.0, -76.0, 127.0, 134.55, 121.0, 128.0]","[35.0, 39.828175, -14.0, -28.0, -9.4, 40.0, 7.466667, 24.0, 36.0]",16.0
962,jru,jpr,Japreria,South America,VR,10.5,-73.0,Cariban,Cariban,0,L,Venezuela,VEN,6b Threatened,,0.761,28515829.0,POINT (-67 8),1,-67.0,8.0,38.0
963,jur,jrn,Juruna,South America,BR,-5.0,-54.5,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,6a Vigorous,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,41.0
964,anq,jrw,Jarawa (in Andamans),Eurasia,IN,12.0,92.5833333333,South Andamanese,South Andamanese,0,L,India,IND,6a Vigorous,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,75.0
965,nst,jug,Jugli,Eurasia,IN,27.5,96.3333333333,Sino-Tibetan,Northern Naga,0,L,"['Myanmar', 'India']","['MMR', 'IND']",5 Developing,,"[0.578, 0.64]","[53370609.0, 1326093247.0]","[<shapely.geometry.point.Point object at 0x7f72c04467c0>, <shapely.geometry.point.Point object at 0x7f72c0446820>]",2,"[96.0, 83.0]","[22.0, 22.8]",30.0
966,nst,lun,Lungchang,Eurasia,IN,27.5,96.4166666667,Sino-Tibetan,Northern Naga,0,L,"['Myanmar', 'India']","['MMR', 'IND']",5 Developing,,"[0.578, 0.64]","[53370609.0, 1326093247.0]","[<shapely.geometry.point.Point object at 0x7f72c0446880>, <shapely.geometry.point.Point object at 0x7f72c04468e0>]",2,"[96.0, 83.0]","[22.0, 22.8]",30.0
967,ktz,juh,Ju|'hoan,Africa,AO NA BW,-19.0,21.0,Kxa,Ju-Kung,0,L,"['Botswana', 'Namibia']","['BWA', 'NAM']",4 Educational,33600.0,"[0.717, 0.647]","[2291661.0, 2533794.0]","[<shapely.geometry.point.Point object at 0x7f72c0446940>, <shapely.geometry.point.Point object at 0x7f72c04469a0>]",2,"[23.7, 17.0]","[-22.2, -23.0]",10.0
968,jbu,juk,Jukun,Africa,NG,6.91666666667,10.4166666667,Niger-Congo,Platoid,0,L,"['Cameroon', 'Nigeria']","['CMR', 'NGA']",5 Developing,,"[0.556, 0.532]","[24053727.0, 190886311.0]","[<shapely.geometry.point.Point object at 0x7f72c0446a30>, <shapely.geometry.point.Point object at 0x7f72c0446a90>]",2,"[12.0, 8.0]","[7.0, 9.0]",421.0
969,jua,jum,Júma,South America,BR,-7.5,-64.0,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,8b Nearly Extinct,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,78.0
970,jun,jun,Juang,Eurasia,IN,21.3333333333,86.0,Austro-Asiatic,Munda,0,L,India,IND,5 Developing,30875.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,136.0
971,juc,jur,Jurchen,Eurasia,CN,47.0,130.0,Altaic,Tungusic,0,,"[""People's Republic of China"", 'Russia']","['CHN', 'RUS']",,,"[0.752, 0.816]","[1409517397.0, 1443497378.0, 146804372.0]","[<shapely.geometry.point.Point object at 0x7f72c0446b80>, <shapely.geometry.point.Point object at 0x7f72c0446be0>]",2,"[103.451944444, 94.25]","[35.844722222, 66.416666666]",23.0
972,kpj,jva,Karajá,South America,BR,-10.0,-50.3333333333,Macro-Ge,Karajá,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,27.0
973,arr,kaa,Karó (Arára),South America,BR,-10.3333333333,-62.0,Tupian,Ramarama,0,L,Brazil,BRA,6a Vigorous,210.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,65.0
974,kbd,kab,Kabardian,Eurasia,RU,43.5,43.5,Northwest Caucasian,Northwest Caucasian,0,L,"['United States of America', 'Turkey', 'Russia', 'Germany', 'Jordan', 'Saudi Arabia', 'Syria']","['USA', 'TUR', 'RUS', 'DEU', 'JOR', 'SAU', 'SYR']",5 Developing,1600000.0,"[0.92, 0.82, 0.816, 0.926, 0.748, 0.853, 0.536]","[331449281.0, 83614362.0, 146804372.0, 83149300.0, 10428241.0, 33000000.0, 18499181.0]","[<shapely.geometry.point.Point object at 0x7f72c0446d00>, <shapely.geometry.point.Point object at 0x7f72c0446d60>, <shapely.geometry.point.Point object at 0x7f72c0446dc0>, <shapely.geometry.point.Point object at 0x7f72c0446e20>, <shapely.geometry.point.Point object at 0x7f72c0446e80>, <shapely.geometry.point.Point object at 0x7f72c0446ee0>, <shapely.geometry.point.Point object at 0x7f72c0446f40>]",7,"[-98.5795, 36.0, 94.25, 10.0, 36.5, 44.116667, 38.583333]","[39.828175, 39.0, 66.416666666, 51.0, 31.2, 23.716667, 35.216667]",176.0
975,xac,kac,Kachari,Eurasia,IN,26.5,91.0,Sino-Tibetan,Bodo-Garo,0,L,India,IND,6b Threatened,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,115.0
976,xtc,kad,Kadugli,Africa,SD,11.0,29.6666666667,Kadu,Kadugli,0,L,Sudan,SDN,6b Threatened,,0.502,40533330.0,POINT (32 15),1,32.0,15.0,132.0
977,xtc,ktc,Katcha,Africa,SD,10.8333333333,29.6666666667,Kadu,Kadugli,0,L,Sudan,SDN,6b Threatened,,0.502,40533330.0,POINT (32 15),1,32.0,15.0,132.0
978,tbd,kae,Kaki Ae,Papunesia,PG,-8.0,145.833333333,Eleman,Tate,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,332.0
979,kge,kag,Komering,Papunesia,ID,-3.16666666667,104.916666667,Austronesian,Lampungic,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,63.0
980,kct,kai,Kaian,Papunesia,PG,-4.08333333333,144.75,Lower Sepik-Ramu,Lower Ramu,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,315.0
981,bpp,kaj,Kaure,Papunesia,ID,-3.41666666667,140.083333333,,,0,L,Indonesia,IDN,8a Moribund,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,333.0
982,kbq,kak,Kamano-Kafe,Papunesia,PG,-6.25,145.666666667,Trans-New Guinea,Eastern Highlands,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,328.0
983,gwc,kal,Kalami,Eurasia,PK,35.5,72.5,Indo-European,Indic,0,L,Pakistan,PAK,6b Threatened,,0.562,216565318.0,POINT (71 30),1,71.0,30.0,31.0
984,xbr,kam,Kambera,Papunesia,ID,-9.83333333333,120.166666667,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,5 Developing,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,87.0
985,ogo,kan,Kana,Africa,NG,4.75,7.41666666667,Niger-Congo,Cross River,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,POINT (8 9),1,8.0,9.0,186.0
986,kyj,kao,Karao,Papunesia,PH,16.5,120.833333333,Austronesian,Northern Luzon,0,L,Philippines,PHL,5 Developing,,0.699,100981437.0,POINT (123 12),1,123.0,12.0,98.0
987,kcl,kap,Kela (Apoze),Papunesia,PG,-7.41666666667,147.083333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6b Threatened,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,322.0
988,zku,kaq,Kaurna,Australia,AU,-34.25,138.5,Pama-Nyungan,Central Pama-Nyungan,0,L,Australia,AUS,9 Reawakening,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,25.0
989,kah,kar,Kara (in Central African Republic),Africa,CF,10.0,23.0,Central Sudanic,Bongo-Bagirmi,0,L,Central African Republic,CAF,6a Vigorous,,0.367,4659080.0,POINT (20.9 6.7),1,20.9,6.7,188.0
990,kas,kas,Kashmiri,Eurasia,PK IN,34.0,76.0,Indo-European,Indic,0,L,"['India', 'Pakistan']","['IND', 'PAK']",4 Educational,6900000.0,"[0.64, 0.562]","[1326093247.0, 216565318.0]","[<shapely.geometry.point.Point object at 0x7f72c044b580>, <shapely.geometry.point.Point object at 0x7f72c044b5e0>]",2,"[83.0, 71.0]","[22.8, 30.0]",14.0
991,kmg,kat,Kâte,Papunesia,PG,-6.5,147.75,Trans-New Guinea,Finisterre-Huon,0,L,Papua New Guinea,PNG,3 Wider Communication,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,310.0
992,pss,kau,Kaulong,Papunesia,PG,-6.16666666667,149.666666667,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,288.0
993,kgk,kaw,Kaiwá,South America,PY BR,-23.0,-55.0,Tupian,Tupi-Guaraní,0,L,Brazil,BRA,6b Threatened,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,24.0
994,gyd,kay,Kayardild,Australia,AU,-17.05,139.5,Tangkic,Tangkic,0,L,Australia,AUS,,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,159.0
995,kaz,kaz,Kazakh,Eurasia,KZ,50.0,70.0,Altaic,Turkic,0,L,"['Russia', 'Germany', 'Ukraine', 'Azerbaijan', 'Kazakhstan', 'Uzbekistan', 'Mongolia', 'Iran', 'Kyrgyzstan', 'Turkmenistan', 'Turkey', ""People's Republic of China""]","['RUS', 'DEU', 'UKR', 'AZE', 'KAZ', 'UZB', 'MNG', 'IRN', 'KGZ', 'TKM', 'TUR', 'CHN']",1 National,13161980.0,"[0.816, 0.926, 0.747, 0.751, 0.8, 0.71, 0.741, 0.798, 0.672, 0.706, 0.82, 0.752]","[146804372.0, 83149300.0, 42558328.0, 10127874.0, 18276500.0, 33570609.0, 3075647.0, 79966230.0, 6201500.0, 5850901.0, 83614362.0, 1409517397.0, 1443497378.0]","[<shapely.geometry.point.Point object at 0x7f72c044b7c0>, <shapely.geometry.point.Point object at 0x7f72c044b820>, <shapely.geometry.point.Point object at 0x7f72c044b880>, <shapely.geometry.point.Point object at 0x7f72c044b8e0>, <shapely.geometry.point.Point object at 0x7f72c044b940>, <shapely.geometry.point.Point object at 0x7f72c044b9a0>, <shapely.geometry.point.Point object at 0x7f72c044ba00>, <shapely.geometry.point.Point object at 0x7f72c044ba60>, <shapely.geometry.point.Point object at 0x7f72c044bac0>, <shapely.geometry.point.Point object at 0x7f72c044bb20>, <shapely.geometry.point.Point object at 0x7f72c044bb80>, <shapely.geometry.point.Point object at 0x7f72c044bbe0>]",12,"[94.25, 10.0, 32.0, 47.7, 68.0, 66.0, 104.0, 53.0, 75.0, 60.0, 36.0, 103.451944444]","[66.416666666, 51.0, 49.0, 40.3, 48.0, 41.0, 47.0, 32.0, 41.0, 39.0, 39.0, 35.844722222]",207.0
996,kam,kba,Kamba,Africa,KE,-1.5,38.0,Niger-Congo,Bantoid,0,L,Kenya,KEN,4 Educational,3893000.0,0.548,48468138.0,POINT (38 0.1),1,38.0,0.1,107.0
997,nkf,kbi,Kabui,Eurasia,IN,24.8333333333,94.0,Sino-Tibetan,Kuki-Chin,0,L,India,IND,6a Vigorous,,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,84.0
998,kab,kbl,Kabyle,Africa,DZ,36.5,5.0,Afro-Asiatic,Berber,0,L,Algeria,DZA,5 Developing,5586000.0,0.754,41318142.0,POINT (1 28),1,1.0,28.0,57.0
999,kbx,kbo,Kambot,Papunesia,PG,-4.25,144.133333333,Lower Sepik-Ramu,Botin,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,318.0
1000,kys,kbr,Kayan (Baram),Papunesia,MY,3.5,114.5,Austronesian,North Borneo,0,L,Malaysia,MYS,6b Threatened,,0.802,31624264.0,POINT (108 3),1,108.0,3.0,101.0
1001,xkp,kbt,Kabatei,Eurasia,IR,36.75,49.4166666667,Indo-European,Iranian,0,L,Iran,IRN,7 Shifting,,0.798,79966230.0,POINT (53 32),1,53.0,32.0,46.0
1002,kbl,kbu,Kanembu,Africa,NG TD NE,14.0,15.0,Saharan,Western Saharan,0,L,Chad,TCD,3 Wider Communication,,0.404,15477751.0,POINT (19.4 15.466667),1,19.4,15.466667,238.0
1003,bwe,kbw,Karen (Bwe),Eurasia,MM,19.5,97.0,Sino-Tibetan,Karen,0,L,Myanmar,MMR,6b Threatened,17200.0,0.578,53370609.0,POINT (96 22),1,96.0,22.0,91.0
1004,kbp,kby,Kabiyé,Africa,TG,9.66666666667,1.16666666667,Niger-Congo,Southern-Central Gur,0,L,"['Togo', 'Benin']","['TGO', 'BEN']",5 Developing,1000000.0,"[0.503, 0.515]","[7797694.0, 11175692.0]","[<shapely.geometry.point.Point object at 0x7f72c044bf40>, <shapely.geometry.point.Point object at 0x7f72c044bfa0>]",2,"[1.183333, 2.183333333]","[8.25, 8.833333333]",451.0
1005,khq,kch,Koyra Chiini,Africa,ML,17.0,-3.0,Songhay,Songhay,0,L,Mali,MLI,4 Educational,,0.427,18541980.0,POINT (-4 17),1,-4.0,17.0,56.0
1006,kfc,kda,Konda,Eurasia,IN,19.5,83.0,Dravidian,South-Central Dravidian,0,L,India,IND,5 Developing,20000.0,0.64,1326093247.0,POINT (83 22.8),1,83.0,22.8,114.0
1007,knt,kdg,Karipuna (Panoan),South America,BR,-10.0,-65.0,Panoan,Panoan,0,L,Brazil,BRA,6a Vigorous,,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,79.0
1008,kbc,kdw,Kadiwéu,South America,BR,-20.0,-57.0,Guaicuruan,Kadiwéu,0,L,Brazil,BRA,6a Vigorous,1590.0,0.754,210147125.0,POINT (-53 -14),1,-53.0,-14.0,45.0
1009,kzj,kdz,Kadazan,Papunesia,MY,5.91666666667,117.166666667,Austronesian,North Borneo,0,,"['Malaysia', 'Sabah']",MYS,,200000.0,0.802,"[31624264.0, 3117405.0]","[<shapely.geometry.point.Point object at 0x7f72c04541c0>, <shapely.geometry.point.Point object at 0x7f72c0454220>]",1,"[108.0, 117.0]","[3.0, 5.25]",109.0
1010,kjb,kea,Kanjobal (Eastern),North America,GT,15.3333333333,-91.6666666667,Mayan,Mayan,0,L,Guatemala,GTM,5 Developing,,0.627,17263239.0,POINT (-90.25 15.5),1,-90.25,15.5,121.0
1011,ksx,ked,Kedang,Papunesia,ID,-8.25,123.75,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,144.0
1012,kbr,kef,Kefa,Africa,ET,7.25,36.25,Afro-Asiatic,South Omotic,0,L,Ethiopia,ETH,4 Educational,835000.0,0.463,104957438.0,POINT (40 9),1,40.0,9.0,123.0
1013,kei,kei,Kei,Papunesia,ID,-5.83333333333,132.916666667,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,1360.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,270.0
1014,kek,kek,K'ekchí,North America,GT,16.0,-89.8333333333,Mayan,Mayan,0,L,"['Belize', 'Guatemala', 'El Salvador']","['BLZ', 'GTM', 'SLV']",4 Educational,420000.0,"[0.715, 0.627, 0.7]","[374681.0, 17263239.0, 6420746.0]","[<shapely.geometry.point.Point object at 0x7f72c0454400>, <shapely.geometry.point.Point object at 0x7f72c0454460>, <shapely.geometry.point.Point object at 0x7f72c04544c0>]",3,"[-88.7, -90.25, -88.866111]","[17.066666666, 15.5, 13.668889]",71.0
1015,sbc,kel,Kele,Papunesia,PG,-2.08333333333,147.083333333,Austronesian,Oceanic,0,L,Papua New Guinea,PNG,6a Vigorous,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,295.0
1016,ahg,kem,Kemant,Africa,ET,12.6666666667,37.4166666667,Afro-Asiatic,Central Cushitic,0,L,Ethiopia,ETH,8b Nearly Extinct,,0.463,104957438.0,POINT (40 9),1,40.0,9.0,100.0
1017,kyq,ken,Kenga,Africa,TD,12.0,18.0,Central Sudanic,Bongo-Bagirmi,0,L,Chad,TCD,5 Developing,,0.404,15477751.0,POINT (19.4 15.466667),1,19.4,15.466667,209.0
1018,xxk,keo,Keo,Papunesia,ID,-8.83333333333,121.25,Austronesian,Central Malayo-Polynesian,0,L,Indonesia,IDN,6a Vigorous,40000.0,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,107.0
1019,ker,ker,Kera,Africa,TD,9.83333333333,15.0833333333,Afro-Asiatic,East Chadic,0,L,"['Chad', 'Cameroon']","['TCD', 'CMR']",5 Developing,,"[0.404, 0.556]","[15477751.0, 24053727.0]","[<shapely.geometry.point.Point object at 0x7f72c04546a0>, <shapely.geometry.point.Point object at 0x7f72c0454730>]",2,"[19.4, 12.0]","[15.466667, 7.0]",327.0
1020,ket,ket,Ket,Eurasia,RU,64.0,87.0,Yeniseian,Yeniseian,0,L,Russia,RUS,8a Moribund,150.0,0.816,146804372.0,POINT (94.25 66.416666666),1,94.25,66.416666666,6.0
1021,ulu,keu,Kenyah (Uma' Lung),Eurasia,ID,3.0,115.833333333,Austronesian,North Borneo,0,L,Indonesia,IDN,6b Threatened,,0.694,270625568.0,POINT (118 -2),1,118.0,-2.0,111.0
1022,rop,kfc,Kriol (Fitzroy Crossing),Australia,AU,-18.1666666667,125.583333333,other,Creoles and Pidgins,0,L,Australia,AUS,3 Wider Communication,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,109.0
1023,rop,knq,Kriol (Ngukurr),Australia,AU,-14.8333333333,135.0,other,Creoles and Pidgins,0,L,Australia,AUS,3 Wider Communication,,0.939,24511800.0,POINT (137 -28),1,137.0,-28.0,178.0
1024,kfz,kfe,Koromfe,Africa,BF ML,14.25,-0.916666666667,Niger-Congo,Northern-Central Gur,0,L,"['Mali', 'Burkina Faso']","['MLI', 'BFA']",5 Developing,,"[0.427, 0.423]","[18541980.0, 19193382.0]","[<shapely.geometry.point.Point object at 0x7f72c04548e0>, <shapely.geometry.point.Point object at 0x7f72c0454940>]",2,"[-4.0, -2.066667]","[17.0, 12.266667]",257.0
1025,kir,kfy,Kirghiz (Fu-Yu),Eurasia,CN,47.75,124.416666667,Altaic,Turkic,0,L,"[""People's Republic of China"", 'Kyrgyzstan', 'Tajikistan']","['CHN', 'KGZ', 'TJK']",1 National,4568480.0,"[0.752, 0.672, 0.65]","[1409517397.0, 1443497378.0, 6201500.0, 8921343.0]","[<shapely.geometry.point.Point object at 0x7f72c04549a0>, <shapely.geometry.point.Point object at 0x7f72c0454a00>, <shapely.geometry.point.Point object at 0x7f72c0454a60>]",3,"[103.451944444, 75.0, 71.366667]","[35.844722222, 41.0, 38.583333]",28.0
1026,kir,kgz,Kirghiz,Eurasia,KG,42.0,75.0,Altaic,Turkic,0,L,"[""People's Republic of China"", 'Kyrgyzstan', 'Tajikistan']","['CHN', 'KGZ', 'TJK']",1 National,4568480.0,"[0.752, 0.672, 0.65]","[1409517397.0, 1443497378.0, 6201500.0, 8921343.0]","[<shapely.geometry.point.Point object at 0x7f72c0454ac0>, <shapely.geometry.point.Point object at 0x7f72c0454b20>, <shapely.geometry.point.Point object at 0x7f72c0454b80>]",3,"[103.451944444, 75.0, 71.366667]","[35.844722222, 41.0, 38.583333]",28.0
1027,zga,kga,Kinga,Africa,TZ,-9.0,34.0,Niger-Congo,Bantoid,0,L,Tanzania,TZA,6a Vigorous,,0.538,57310019.0,POINT (34.854 -6.307),1,34.854,-6.307,49.0
1028,cou,kgi,Konyagi,Africa,ML GN,12.5,-13.25,Niger-Congo,Tenda,0,L,"['Guinea', 'Senegal']","['GIN', 'SEN']",6b Threatened,,"[0.459, 0.505]","[12717176.0, 15850567.0]","[<shapely.geometry.point.Point object at 0x7f72c0454c40>, <shapely.geometry.point.Point object at 0x7f72c0454ca0>]",2,"[-11.0, -14.283333]","[10.0, 14.366667]",91.0
1029,ubu,kgl,Umbu Ungu,Papunesia,PG,-6.0,144.0,Trans-New Guinea,Chimbu,0,L,Papua New Guinea,PNG,5 Developing,,0.555,8935000.0,POINT (147 -6.3),1,147.0,-6.3,336.0
1030,kdm,kgm,Kagoma,Africa,NG,9.25,8.16666666667,Niger-Congo,Platoid,0,L,Nigeria,NGA,6a Vigorous,,0.532,190886311.0,POINT (8 9),1,8.0,9.0,245.0
